Date,Time,WESTMEAD CO 1h average [ppb],WESTMEAD HUMID 1h average [%],WESTMEAD NEPH 1h average [bsp],WESTMEAD NO 1h average [ppb],WESTMEAD NO2 1h average [ppb],WESTMEAD NOX 1h average [ppb],WESTMEAD OZONE 1h average [ppb],WESTMEAD PM10 1h average [ug/m3],WESTMEAD SD1 1h average [degr],WESTMEAD SO2 1h average [ppb],WESTMEAD SOLAR 1h average [W/m2],WESTMEAD TEMP 1h average [degrC],WESTMEAD WDR 1h average [degr],WESTMEAD WSP 1h average [m/s]
7/02/2011,1:00,,70.00,0.12,-0.67,6.10,5.43,10.02,,77.42,0.36,687.68,17.69,192.70,0.64
7/02/2011,2:00,,72.88,0.15,-0.78,2.66,1.88,15.20,,35.40,0.38,716.38,17.55,194.00,1.53
7/02/2011,3:00,,70.17,0.15,-0.83,2.92,2.09,14.91,,39.85,0.41,689.73,17.66,178.56,1.26
7/02/2011,4:00,,65.71,0.14,-0.77,4.87,4.10,12.05,,39.77,0.69,645.27,17.96,204.47,1.09
7/02/2011,5:00,,62.75,0.11,-1.11,5.36,4.25,12.34,,41.10,1.05,615.53,17.62,192.45,1.10
7/02/2011,6:00,,63.59,0.12,-0.86,7.81,6.95,9.91,,31.77,1.01,623.75,17.66,185.77,1.46
7/02/2011,7:00,,64.33,0.11,0.40,8.29,8.70,9.53,,33.46,0.85,631.30,17.53,188.12,1.59
7/02/2011,8:00,,61.22,0.11,1.01,7.46,8.46,10.56,,34.95,0.88,600.54,18.27,201.99,1.21
7/02/2011,9:00,,57.68,0.11,1.92,7.24,9.16,11.14,,36.53,0.66,565.44,19.09,215.18,1.27
7/02/2011,10:00,,55.04,0.11,3.13,7.40,10.53,11.69,,74.28,0.35,539.05,19.96,219.75,0.61
7/02/2011,11:00,,53.42,0.12,5.13,8.20,13.34,12.48,,83.09,0.55,522.93,20.75,93.40,0.49
7/02/2011,12:00,,51.44,0.12,3.57,7.54,11.11,17.51,,71.62,1.60,503.88,22.04,123.35,0.72
7/02/2011,13:00,,50.63,0.11,1.19,5.13,6.32,21.62,,76.29,0.22,494.72,22.58,105.74,0.94
7/02/2011,14:00,,52.16,0.13,1.68,7.06,8.74,20.07,,35.42,0.17,510.45,22.43,114.47,1.69
7/02/2011,15:00,,58.43,0.16,1.93,11.82,13.75,17.51,,25.56,2.24,572.99,21.51,117.30,2.52
7/02/2011,16:00,,61.05,0.13,0.94,7.25,8.19,18.00,18.64,19.76,0.30,599.27,21.41,117.85,2.54
7/02/2011,17:00,,64.44,0.13,1.46,9.75,11.21,14.70,26.08,21.85,2.56,632.51,20.88,119.18,2.70
7/02/2011,18:00,,64.84,0.10,0.79,8.86,9.65,12.77,17.61,19.70,1.40,636.39,20.65,121.66,2.29
7/02/2011,19:00,,65.32,0.10,-0.49,7.73,7.24,13.33,14.93,27.09,0.68,640.99,20.50,92.44,1.48
7/02/2011,20:00,,67.02,0.11,-0.81,7.85,7.04,13.01,15.27,23.99,0.74,657.91,20.40,96.85,1.28
7/02/2011,21:00,,69.48,0.10,-0.83,6.44,5.61,14.64,12.66,27.59,0.07,682.44,20.01,73.46,1.45
7/02/2011,22:00,,67.89,0.08,-0.83,4.55,3.72,16.35,10.92,32.20,-0.10,666.55,20.00,111.98,0.84
7/02/2011,23:00,,68.12,0.08,-0.76,4.90,4.14,15.36,9.89,68.32,-0.12,668.91,20.04,228.66,0.15
7/02/2011,24:00:00,,70.10,0.08,-1.12,4.96,3.84,14.28,9.94,52.93,-0.11,688.61,19.85,227.92,0.23
8/02/2011,1:00,,72.85,0.12,-1.10,8.92,7.82,10.21,14.24,24.09,0.36,716.07,19.61,205.87,0.71
8/02/2011,2:00,,74.16,0.14,-0.91,7.20,6.29,11.95,14.91,27.54,0.21,729.23,19.34,197.29,0.54
8/02/2011,3:00,,78.53,0.14,-1.18,7.71,6.53,10.86,15.76,62.55,0.19,772.48,18.09,162.61,0.20
8/02/2011,4:00,,81.85,0.15,-1.00,10.30,9.31,6.33,16.78,69.47,0.09,806.10,17.29,150.71,0.31
8/02/2011,5:00,,77.09,0.17,3.38,16.55,19.93,0.71,18.44,68.51,0.40,758.54,17.99,179.47,0.30
8/02/2011,6:00,,81.12,0.18,5.79,15.83,21.62,0.51,17.65,70.62,0.38,798.39,17.36,236.05,0.12
8/02/2011,7:00,,74.69,0.24,33.73,17.36,51.08,1.37,24.31,92.83,0.96,735.05,18.96,183.27,0.22
8/02/2011,8:00,,60.19,0.22,16.11,14.34,30.45,6.33,26.67,36.19,1.72,590.10,22.01,199.02,1.00
8/02/2011,9:00,,59.17,0.18,5.55,10.53,16.08,12.44,22.55,32.36,2.89,579.76,21.98,187.33,1.14
8/02/2011,10:00,,57.56,0.16,5.81,11.55,17.36,13.35,23.63,47.26,1.67,564.84,22.55,182.92,1.05
8/02/2011,11:00,,54.54,0.15,3.59,9.07,12.65,17.98,22.40,44.47,3.43,534.75,23.37,160.11,1.35
8/02/2011,12:00,,54.06,0.12,3.91,8.13,12.04,18.66,20.70,27.57,5.82,529.61,23.24,140.06,2.49
8/02/2011,13:00,,55.41,0.11,2.51,6.07,8.58,21.35,18.60,21.34,5.94,543.02,23.38,134.59,3.37
8/02/2011,14:00,,54.53,0.13,1.68,6.23,7.91,21.58,24.54,24.09,3.10,534.74,23.48,124.13,3.27
8/02/2011,15:00,,50.76,0.11,0.50,3.93,4.43,24.28,17.92,25.18,0.35,496.99,24.35,108.76,3.16
8/02/2011,16:00,,48.88,0.12,0.56,4.64,5.21,25.27,17.06,29.97,0.23,478.15,24.39,103.75,2.73
8/02/2011,17:00,,48.57,0.13,0.62,5.41,6.03,23.21,18.29,24.23,0.17,474.19,23.47,109.91,3.10
8/02/2011,18:00,,52.15,0.14,-0.21,5.87,5.67,21.42,17.99,18.88,0.10,510.07,22.73,114.74,3.00
8/02/2011,19:00,,54.52,0.15,-0.65,6.16,5.51,19.22,17.77,21.37,0.04,533.46,22.30,110.77,2.10
8/02/2011,20:00,,57.93,0.18,-0.93,6.48,5.55,18.96,20.89,19.83,0.09,567.14,21.93,116.54,1.81
8/02/2011,21:00,,59.00,0.17,-0.92,6.53,5.61,17.74,17.61,21.50,0.01,577.69,21.91,113.96,1.44
8/02/2011,22:00,,63.63,0.18,-0.98,9.68,8.70,14.04,17.35,19.56,2.04,623.70,21.74,137.99,1.61
8/02/2011,23:00,,64.84,0.20,-0.93,7.70,6.77,13.95,16.56,21.05,4.16,636.01,21.55,133.41,1.77
8/02/2011,24:00:00,,65.52,0.19,-0.81,10.35,9.55,11.81,16.13,23.62,2.74,642.71,21.43,140.49,1.22
9/02/2011,1:00,,69.23,0.19,-0.87,7.02,6.16,14.23,16.41,29.87,0.61,679.57,20.92,177.10,1.43
9/02/2011,2:00,,74.41,0.22,-0.95,5.19,4.24,15.72,17.25,29.75,0.58,731.53,20.11,175.73,1.36
9/02/2011,3:00,,74.63,0.25,-1.04,5.02,3.98,14.99,18.58,33.52,0.57,734.12,19.76,187.94,0.99
9/02/2011,4:00,,72.54,0.27,-1.02,6.48,5.45,12.61,21.26,30.93,1.27,713.09,19.22,187.56,0.93
9/02/2011,5:00,,74.10,0.27,-0.68,11.15,10.46,8.18,19.15,22.88,1.28,728.52,18.12,196.09,0.66
9/02/2011,6:00,,79.31,0.26,4.34,17.06,21.40,1.19,20.02,65.74,0.47,780.44,17.08,240.63,0.18
9/02/2011,7:00,,71.20,0.28,16.37,15.72,32.09,2.72,25.30,46.27,0.49,700.14,18.79,213.10,0.67
9/02/2011,8:00,,61.37,0.25,8.03,10.26,18.30,8.66,30.24,42.02,0.79,601.72,21.37,193.76,1.10
9/02/2011,9:00,,59.54,0.21,7.70,8.44,16.14,10.89,27.85,34.40,1.20,584.39,22.10,169.16,1.60
9/02/2011,10:00,,57.02,0.19,4.07,6.68,10.75,15.17,22.25,43.32,1.44,559.67,23.12,132.85,1.41
9/02/2011,11:00,,59.13,0.14,3.12,7.28,10.39,16.64,19.04,45.25,2.52,579.92,23.21,128.22,1.55
9/02/2011,12:00,,67.02,0.12,1.10,6.94,8.04,17.81,18.14,63.77,1.23,658.60,22.25,130.95,1.64
9/02/2011,13:00,,62.67,0.10,0.68,7.86,8.54,17.71,13.14,77.70,0.29,615.39,23.39,231.29,0.27
9/02/2011,14:00,,59.59,0.13,0.36,7.98,8.34,23.55,18.54,24.33,0.85,584.39,23.85,125.12,1.99
9/02/2011,15:00,,62.21,0.08,0.19,6.47,6.66,20.82,14.24,23.73,0.09,610.82,23.60,98.70,2.83
9/02/2011,16:00,,62.41,0.05,0.60,3.32,3.92,16.66,7.35,23.67,-0.35,612.61,23.33,99.41,2.91
9/02/2011,17:00,,61.97,0.07,0.63,4.25,4.88,15.12,13.69,23.44,-0.32,608.14,23.48,99.03,3.00
9/02/2011,18:00,,63.67,0.09,0.13,3.85,3.98,13.91,12.82,22.81,-0.43,624.98,22.97,88.59,2.79
9/02/2011,19:00,,69.01,0.12,-0.29,4.17,3.87,12.51,17.18,22.77,-0.33,677.41,22.34,93.54,2.49
9/02/2011,20:00,,73.92,0.15,-1.05,5.00,3.95,11.03,16.94,26.83,-0.31,726.30,21.63,101.15,1.29
9/02/2011,21:00,,78.33,0.16,-0.91,7.52,6.61,7.53,16.57,32.57,-0.26,770.24,20.88,132.33,0.55
9/02/2011,22:00,,83.70,0.18,6.33,10.83,17.16,2.61,17.52,71.16,-0.23,824.13,19.93,37.77,0.14
9/02/2011,23:00,,85.72,0.32,19.53,11.74,31.27,0.20,84.79,37.57,0.08,844.35,19.33,13.66,0.30
9/02/2011,24:00:00,,86.88,0.17,17.43,11.18,28.61,0.13,12.60,39.50,0.01,855.94,19.04,358.89,0.37
10/02/2011,1:00,,89.30,0.16,17.26,10.19,27.45,0.14,10.68,22.42,0.15,880.02,18.28,4.26,0.50
10/02/2011,2:00,,90.62,0.16,23.34,9.12,32.45,0.14,9.80,26.63,0.30,893.20,17.77,346.16,0.58
10/02/2011,3:00,,92.19,0.15,27.82,7.92,35.74,0.15,9.19,69.66,0.34,908.85,17.22,346.47,0.22
10/02/2011,4:00,,92.82,0.15,29.28,7.25,36.53,0.19,12.24,77.51,0.34,915.18,17.18,332.12,0.12
10/02/2011,5:00,,93.17,0.20,60.40,8.25,68.65,0.18,21.84,51.87,0.76,918.67,17.01,9.78,0.28
10/02/2011,6:00,,90.39,0.24,63.85,12.07,75.92,0.23,28.54,94.39,1.11,891.03,18.22,11.33,0.13
10/02/2011,7:00,,84.87,0.29,59.91,17.53,77.44,0.68,46.22,45.56,1.01,836.29,19.88,343.28,0.41
10/02/2011,8:00,,72.87,0.19,23.83,14.44,38.27,3.31,26.29,84.89,0.42,716.84,22.46,324.85,0.26
10/02/2011,9:00,,70.46,0.15,6.52,10.63,17.15,7.68,21.66,77.56,0.18,692.35,22.96,119.82,0.60
10/02/2011,10:00,,74.39,0.20,17.87,16.19,34.06,4.78,26.38,58.92,0.30,732.07,22.60,321.80,0.58
10/02/2011,11:00,,74.87,0.11,6.66,8.96,15.62,10.06,12.43,86.47,0.06,736.37,22.92,263.86,0.27
10/02/2011,12:00,,69.46,0.10,2.23,6.74,8.97,15.27,7.52,66.64,-0.14,683.81,24.13,179.75,0.78
10/02/2011,13:00,,59.87,0.13,2.75,9.07,11.81,21.07,11.97,95.08,-0.12,588.40,26.12,143.39,0.53
10/02/2011,14:00,,57.28,0.16,2.33,9.58,11.91,28.16,12.57,41.53,1.26,562.27,26.75,125.92,1.96
10/02/2011,15:00,,56.49,0.14,0.19,4.95,5.14,33.19,15.90,28.51,0.45,554.77,27.15,102.97,2.69
10/02/2011,16:00,,57.32,0.15,-0.16,4.37,4.21,32.11,13.89,23.80,0.03,561.54,26.82,97.83,2.87
10/02/2011,17:00,,56.98,0.15,-0.10,4.82,4.72,29.91,14.60,27.78,0.69,558.08,26.24,78.52,2.96
10/02/2011,18:00,,65.62,0.15,-0.19,5.09,4.90,22.11,17.37,25.25,0.69,644.21,25.01,84.22,2.78
10/02/2011,19:00,,73.27,0.15,-0.97,4.01,3.04,15.70,16.58,34.15,-0.05,720.04,23.82,88.42,2.01
10/02/2011,20:00,,75.96,0.15,-0.85,4.02,3.17,13.55,14.00,74.34,-0.13,747.03,23.08,66.72,0.73
10/02/2011,21:00,,76.34,0.16,-0.98,5.47,4.49,11.11,16.12,89.67,-0.12,750.89,22.83,35.97,0.27
10/02/2011,22:00,,77.71,0.14,-0.83,5.94,5.11,9.26,13.62,65.81,-0.11,764.37,22.28,304.62,0.31
10/02/2011,23:00,,82.28,0.14,-0.70,7.25,6.55,6.75,10.80,71.67,-0.16,810.05,21.21,341.08,0.21
10/02/2011,24:00:00,,85.60,0.14,4.23,11.80,16.03,0.57,12.72,41.45,-0.10,843.29,20.56,350.02,0.28
11/02/2011,1:00,,88.95,0.16,8.16,10.59,18.76,0.08,15.96,55.21,0.26,876.85,19.77,11.92,0.20
11/02/2011,2:00,,90.88,0.15,10.12,8.97,19.09,0.14,9.91,65.37,0.48,896.15,19.21,344.83,0.18
11/02/2011,3:00,,93.41,0.13,11.04,7.92,18.96,0.13,5.90,56.30,0.47,921.30,18.70,215.94,0.20
11/02/2011,4:00,,94.59,0.13,13.10,8.23,21.34,0.13,9.14,82.44,0.84,933.15,18.37,297.92,0.12
11/02/2011,5:00,,94.75,0.13,20.96,8.62,29.58,0.10,10.09,46.42,1.07,934.80,18.36,220.10,0.24
11/02/2011,6:00,,94.83,0.17,35.80,9.35,45.16,0.14,20.89,80.06,1.16,935.56,18.48,262.71,0.11
11/02/2011,7:00,,88.52,0.25,64.90,14.08,78.98,0.41,27.36,91.99,1.99,873.29,19.85,310.57,0.07
11/02/2011,8:00,,66.46,0.18,23.44,12.09,35.53,3.81,27.02,71.12,1.77,653.24,24.58,345.43,0.71
11/02/2011,9:00,,55.19,0.19,3.58,7.61,11.19,15.28,32.14,24.69,0.88,541.74,26.79,333.12,1.99
11/02/2011,10:00,,40.62,0.18,0.00,5.06,5.06,30.68,20.85,27.89,0.63,396.99,29.81,325.53,2.45
11/02/2011,11:00,,34.35,0.18,-0.69,4.62,3.94,39.14,19.06,50.33,1.62,334.87,32.07,330.31,1.59
11/02/2011,12:00,,32.09,0.19,-0.88,4.62,3.74,49.02,19.87,52.30,1.55,311.74,33.10,308.28,1.29
11/02/2011,13:00,,30.77,0.18,-0.88,4.54,3.66,51.06,17.61,36.58,0.96,297.86,33.83,312.00,1.35
11/02/2011,14:00,,28.40,0.17,-0.59,4.62,4.03,53.30,18.68,53.85,0.90,274.11,35.30,308.76,1.41
11/02/2011,15:00,,26.44,0.17,-0.40,5.29,4.89,49.05,21.28,53.28,0.44,255.89,36.72,295.91,1.25
11/02/2011,16:00,,27.18,0.17,-0.56,4.45,3.89,51.92,23.22,55.96,0.37,262.61,36.23,313.46,1.29
11/02/2011,17:00,,46.77,0.27,-0.77,17.78,17.01,43.76,51.96,49.43,2.51,456.48,30.94,148.97,2.45
11/02/2011,18:00,,60.15,0.26,0.16,19.14,19.30,28.89,35.82,20.34,3.55,590.27,27.61,129.58,2.31
11/02/2011,19:00,,56.23,0.57,-0.30,16.91,16.60,30.39,37.99,18.39,1.86,550.89,28.37,116.48,1.71
11/02/2011,20:00,,54.51,0.53,-0.70,14.72,14.02,33.30,42.73,95.87,2.40,533.11,28.31,115.55,0.41
11/02/2011,21:00,,51.16,0.24,-0.84,18.44,17.60,28.09,21.06,68.47,7.48,499.66,28.71,355.23,0.47
11/02/2011,22:00,,57.22,0.38,-0.88,26.15,25.27,15.44,29.91,62.39,6.74,560.15,28.00,247.81,0.34
11/02/2011,23:00,,60.33,0.50,-0.59,18.02,17.43,18.03,39.53,36.40,2.95,591.19,27.19,211.09,1.95
11/02/2011,24:00:00,,69.63,0.28,-1.02,6.93,5.91,36.84,17.92,36.41,0.72,683.99,25.89,186.34,1.08
12/02/2011,1:00,,74.65,0.33,-1.21,8.83,7.62,35.01,15.22,49.36,2.29,734.10,25.03,139.67,0.70
12/02/2011,2:00,,82.56,0.43,-1.20,9.80,8.60,25.28,25.14,21.34,1.71,812.77,24.00,106.18,1.22
12/02/2011,3:00,,83.53,0.40,-1.21,8.22,7.01,26.06,22.92,81.28,1.67,822.63,23.56,75.05,0.28
12/02/2011,4:00,,85.08,0.42,-1.01,9.74,8.73,17.89,25.20,77.41,1.03,838.08,23.42,183.34,0.26
12/02/2011,5:00,,84.60,0.46,-1.20,14.72,13.52,12.53,26.92,46.16,1.15,833.40,23.59,182.37,0.68
12/02/2011,6:00,,89.93,0.62,-0.72,20.15,19.43,5.77,33.20,59.63,1.16,886.34,23.33,195.51,0.64
12/02/2011,7:00,,92.81,0.67,0.27,18.53,18.79,5.12,25.11,78.39,0.57,915.54,23.09,183.20,0.34
12/02/2011,8:00,,86.39,0.27,0.95,11.01,11.95,11.79,13.74,31.93,0.36,851.72,23.57,172.54,1.63
12/02/2011,9:00,,81.47,0.12,-0.44,5.49,5.05,22.01,6.28,29.23,0.27,802.79,23.11,156.07,2.51
12/02/2011,10:00,,81.27,0.19,-1.09,5.32,4.23,20.49,13.14,28.02,-0.05,798.97,22.42,160.08,2.51
12/02/2011,11:00,,80.30,0.25,-0.52,5.24,4.72,16.02,12.20,27.27,-0.01,789.99,22.07,159.15,2.48
12/02/2011,12:00,,76.57,0.35,0.12,5.18,5.29,13.49,24.58,31.97,-0.03,752.72,22.43,163.77,2.03
12/02/2011,13:00,,74.21,0.36,-0.04,4.82,4.78,13.59,25.60,29.54,-0.02,728.91,22.43,166.09,2.12
12/02/2011,14:00,,74.38,0.32,0.08,4.93,5.00,14.40,21.63,28.15,0.02,730.78,22.18,165.90,2.12
12/02/2011,15:00,,80.61,0.28,-0.37,5.21,4.84,14.42,20.06,29.73,-0.04,792.69,21.26,183.28,1.64
12/02/2011,16:00,,91.35,0.26,0.28,8.92,9.20,9.68,16.06,48.65,-0.06,900.33,19.75,190.89,0.76
12/02/2011,17:00,,92.89,0.27,1.55,10.99,12.55,7.06,12.63,47.88,-0.09,915.93,19.59,198.20,0.64
12/02/2011,18:00,,94.15,0.27,2.64,14.11,16.75,4.00,16.86,38.72,0.16,928.36,19.42,295.22,0.51
12/02/2011,19:00,,94.78,0.36,2.91,14.68,17.58,1.92,14.62,44.72,0.37,932.78,19.30,269.81,0.32
12/02/2011,20:00,,95.12,0.34,2.21,15.00,17.22,1.26,12.12,33.70,0.36,935.17,19.22,307.25,0.56
12/02/2011,21:00,,94.71,0.25,1.52,13.81,15.32,2.30,9.51,31.85,0.20,933.60,19.13,318.24,0.65
12/02/2011,22:00,,94.31,0.23,1.79,15.09,16.87,1.31,12.15,29.40,-0.05,930.12,19.25,333.16,0.78
12/02/2011,23:00,,94.31,0.24,1.76,13.48,15.24,1.56,8.52,41.57,0.00,929.87,19.29,310.32,0.50
12/02/2011,24:00:00,,94.97,0.24,2.14,12.99,15.13,0.77,10.53,30.10,-0.06,936.80,19.34,321.62,0.63
13/02/2011,1:00,,94.82,0.25,2.21,11.45,13.67,0.78,10.48,39.50,0.10,935.19,19.39,332.92,0.57
13/02/2011,2:00,,94.53,0.24,0.83,10.35,11.17,1.16,8.39,44.69,0.18,932.26,19.44,311.67,0.37
13/02/2011,3:00,,94.90,0.24,2.11,10.00,12.12,0.38,14.03,82.18,0.17,936.05,19.61,173.17,0.09
13/02/2011,4:00,,95.04,0.26,4.01,10.48,14.49,0.06,10.28,58.87,0.25,937.40,19.65,323.29,0.37
13/02/2011,5:00,,94.99,0.27,6.04,10.33,16.37,0.06,14.60,78.13,0.38,937.00,19.66,328.18,0.27
13/02/2011,6:00,,95.46,0.27,9.08,9.13,18.20,0.11,15.36,37.52,0.31,941.65,19.70,309.86,0.39
13/02/2011,7:00,,93.75,0.31,8.24,8.56,16.80,0.79,14.28,36.99,0.25,924.85,20.09,346.79,0.54
13/02/2011,8:00,,89.12,0.31,8.34,8.93,17.28,2.24,19.26,80.94,0.45,878.71,20.66,227.11,0.19
13/02/2011,9:00,,76.90,0.24,4.47,6.33,10.80,8.97,17.97,35.70,0.91,757.62,22.50,155.57,1.23
13/02/2011,10:00,,75.01,0.23,0.60,6.58,7.18,11.15,20.91,30.16,1.30,738.01,22.34,162.16,1.16
13/02/2011,11:00,,73.02,0.19,0.83,5.01,5.84,13.44,17.65,27.84,1.43,717.98,22.73,150.60,1.92
13/02/2011,12:00,,72.76,0.19,0.60,5.75,6.35,14.21,15.75,30.04,1.86,715.25,22.71,175.17,1.89
13/02/2011,13:00,,76.25,0.20,0.58,5.67,6.25,14.21,16.23,30.42,1.38,749.82,22.16,171.36,2.10
13/02/2011,14:00,,81.55,0.12,0.09,4.75,4.83,14.79,7.95,29.88,0.22,802.69,21.51,164.71,2.04
13/02/2011,15:00,,84.37,0.10,-0.31,4.22,3.91,14.58,6.75,32.87,-0.02,830.90,20.98,171.69,2.18
13/02/2011,16:00,,80.49,0.28,-0.72,4.39,3.67,16.21,11.65,27.24,-0.05,792.57,20.97,162.10,2.67
13/02/2011,17:00,,78.77,0.30,-0.84,3.94,3.10,17.58,15.42,28.59,-0.14,775.13,20.78,168.83,2.85
13/02/2011,18:00,,77.31,0.32,-0.93,4.83,3.90,17.00,21.00,30.35,-0.12,760.78,20.84,160.46,2.34
13/02/2011,19:00,,76.24,0.34,-0.89,4.86,3.97,16.69,26.89,29.83,-0.04,750.33,20.76,167.72,1.78
13/02/2011,20:00,,74.79,0.28,-0.98,4.68,3.69,15.44,21.88,26.84,-0.12,735.51,20.74,159.24,2.50
13/02/2011,21:00,,78.02,0.24,-0.88,4.48,3.60,14.44,20.45,30.74,-0.20,767.65,20.38,173.56,1.65
13/02/2011,22:00,,80.26,0.25,-0.82,4.60,3.78,13.24,19.84,29.99,-0.19,789.87,20.12,190.79,1.72
13/02/2011,23:00,,81.64,0.24,-1.07,5.05,3.98,11.30,13.18,28.56,0.17,803.97,19.63,201.93,1.47
13/02/2011,24:00:00,,80.05,0.25,-0.97,6.09,5.12,9.23,19.16,28.26,0.87,788.02,19.53,196.53,1.24
14/02/2011,1:00,,79.74,0.23,-1.00,7.64,6.65,6.45,17.12,24.50,0.72,784.94,19.44,206.67,1.08
14/02/2011,2:00,,82.35,0.20,-0.89,7.55,6.66,5.67,14.70,29.78,0.38,810.85,18.88,201.16,0.79
14/02/2011,3:00,,87.01,0.19,-0.66,8.61,7.94,3.39,17.49,47.87,0.27,857.37,18.37,195.71,0.50
14/02/2011,4:00,,83.63,0.19,-0.40,9.31,8.91,2.10,11.65,49.31,0.30,823.79,18.57,204.09,0.57
14/02/2011,5:00,,79.18,0.20,-0.21,9.64,9.43,3.65,19.30,26.12,0.55,779.26,19.07,202.26,0.99
14/02/2011,6:00,,83.00,0.22,1.11,12.15,13.26,1.91,20.28,28.96,0.54,817.42,18.72,202.44,0.70
14/02/2011,7:00,,79.75,0.23,6.33,14.40,20.74,0.84,20.92,34.33,0.62,785.13,19.12,198.75,0.64
14/02/2011,8:00,,80.52,0.24,10.63,13.60,24.23,2.01,26.17,42.38,0.63,792.85,19.49,191.62,0.71
14/02/2011,9:00,,72.02,0.22,6.88,9.89,16.77,6.53,24.59,33.79,0.47,708.97,21.04,168.04,1.57
14/02/2011,10:00,,64.54,0.16,1.46,5.76,7.22,12.88,19.93,26.80,0.09,633.98,21.87,145.50,2.33
14/02/2011,11:00,,61.02,0.13,0.56,5.68,6.24,14.65,18.38,25.09,0.44,598.32,22.44,139.01,2.58
14/02/2011,12:00,,73.14,0.16,0.69,7.09,7.79,12.68,23.05,27.85,-0.01,717.98,21.53,172.38,1.93
14/02/2011,13:00,,,,,,,,,,,,,,
14/02/2011,14:00,,66.78,0.11,1.58,7.11,8.69,9.90,,25.99,1.69,655.45,22.02,129.97,2.47
14/02/2011,15:00,,61.69,0.11,1.60,7.04,8.64,11.43,13.33,25.40,1.91,604.93,22.47,137.63,2.40
14/02/2011,16:00,,59.48,0.09,1.04,5.83,6.87,12.86,15.06,22.95,1.69,583.09,22.62,140.39,3.01
14/02/2011,17:00,,58.82,0.08,1.44,7.74,9.18,11.10,13.37,20.09,3.89,576.48,22.42,137.32,2.97
14/02/2011,18:00,,57.74,0.08,0.83,6.69,7.52,11.01,11.89,23.73,1.52,565.68,22.33,140.80,2.63
14/02/2011,19:00,,60.88,0.08,-0.07,6.76,6.69,10.49,16.31,20.85,2.30,596.59,22.00,139.52,2.80
14/02/2011,20:00,,61.38,0.08,-0.72,6.64,5.92,10.45,13.86,21.30,2.78,601.76,21.80,142.29,2.58
14/02/2011,21:00,,59.88,0.09,-0.68,7.52,6.85,9.21,11.94,26.44,0.50,586.67,21.76,146.44,1.85
14/02/2011,22:00,,61.60,0.09,-0.64,9.13,8.49,7.65,12.36,23.30,0.44,603.83,21.67,149.14,1.53
14/02/2011,23:00,,62.53,0.09,-0.64,9.09,8.46,7.57,12.65,26.96,0.45,612.99,21.45,161.59,1.48
14/02/2011,24:00:00,,66.39,0.08,-1.10,6.69,5.59,9.08,9.62,25.64,0.27,651.40,20.41,187.81,0.84
15/02/2011,1:00,,79.63,0.08,-0.79,8.83,8.04,4.35,9.95,59.06,0.05,783.56,17.58,217.16,0.29
15/02/2011,2:00,,85.00,0.10,5.63,10.37,16.00,0.58,8.45,40.85,-0.04,837.27,16.46,7.73,0.41
15/02/2011,3:00,,87.63,0.11,11.30,8.80,20.10,0.20,13.38,46.35,0.17,863.55,16.31,352.42,0.37
15/02/2011,4:00,,85.46,0.11,11.74,9.95,21.69,0.21,14.05,70.82,0.37,842.00,17.24,336.56,0.22
15/02/2011,5:00,,81.32,0.10,6.40,11.54,17.94,0.19,10.52,42.50,0.37,800.85,17.63,202.77,0.48
15/02/2011,6:00,,82.31,0.10,11.12,11.08,22.20,0.19,10.16,76.33,0.59,810.36,17.12,156.74,0.17
15/02/2011,7:00,,78.96,0.13,23.59,11.98,35.57,0.60,15.34,62.65,1.29,777.30,18.12,212.94,0.47
15/02/2011,8:00,,77.82,0.14,26.18,12.60,38.78,1.36,21.96,35.71,1.94,766.08,19.21,186.35,1.02
15/02/2011,9:00,,76.39,0.17,26.56,13.52,40.09,3.49,25.16,55.17,1.59,752.49,21.04,208.44,0.80
15/02/2011,10:00,,71.60,0.17,12.06,12.89,24.94,7.58,22.49,34.07,1.46,704.22,22.19,129.14,1.54
15/02/2011,11:00,,72.33,0.16,4.34,10.16,14.50,8.93,20.80,28.38,1.20,710.94,22.22,128.55,1.77
15/02/2011,12:00,,67.26,0.15,1.94,6.28,8.22,12.13,17.04,27.01,0.08,660.62,22.99,104.58,1.96
15/02/2011,13:00,,58.50,0.12,0.27,3.41,3.68,15.59,13.71,26.41,-0.14,573.75,24.24,111.10,2.22
15/02/2011,14:00,,58.11,0.10,0.51,3.77,4.27,16.23,16.28,24.51,-0.28,570.03,24.28,119.68,2.85
15/02/2011,15:00,,49.92,0.07,0.55,3.10,3.66,17.88,11.40,28.56,-0.05,488.92,25.01,110.37,2.62
15/02/2011,16:00,,49.93,0.06,0.55,4.57,5.12,16.50,10.35,25.67,-0.01,488.54,24.54,111.98,2.35
15/02/2011,17:00,,52.70,0.06,1.26,5.56,6.82,14.72,11.63,24.26,-0.11,515.77,24.13,104.02,2.42
15/02/2011,18:00,,56.88,0.08,1.05,7.18,8.23,11.75,15.36,25.37,0.20,556.98,23.32,122.14,1.98
15/02/2011,19:00,,61.79,0.09,-0.18,8.24,8.06,9.03,16.00,18.96,1.19,606.04,22.21,136.97,1.97
15/02/2011,20:00,,65.22,0.10,-0.26,10.40,10.13,5.79,14.38,20.44,0.58,640.04,21.56,142.22,1.70
15/02/2011,21:00,,66.94,0.12,1.85,14.10,15.96,2.40,12.20,29.53,-0.07,657.18,21.09,180.38,0.89
