Date,Time,WESTMEAD CO 1h average [ppb],WESTMEAD HUMID 1h average [%],WESTMEAD NEPH 1h average [bsp],WESTMEAD NO 1h average [ppb],WESTMEAD NO2 1h average [ppb],WESTMEAD NOX 1h average [ppb],WESTMEAD OZONE 1h average [ppb],WESTMEAD PM10 1h average [ug/m3],WESTMEAD SD1 1h average [degr],WESTMEAD SO2 1h average [ppb],WESTMEAD SOLAR 1h average [W/m2],WESTMEAD TEMP 1h average [degrC],WESTMEAD WDR 1h average [degr],WESTMEAD WSP 1h average [m/s]
1/03/2011,16:00,,29.94,0.11,-0.37,8.32,7.95,25.76,-1.23,39.30,-0.25,288.86,31.88,267.12,1.28
1/03/2011,17:00,,55.31,0.26,0.24,8.26,8.50,18.34,56.74,43.46,-0.02,540.34,26.76,140.17,2.88
1/03/2011,18:00,,74.77,0.39,-0.30,6.74,6.45,17.66,38.75,18.96,0.25,736.14,22.76,122.51,3.55
1/03/2011,19:00,,74.59,0.37,-0.99,8.01,7.02,16.21,36.17,20.48,4.96,734.80,22.09,133.35,3.70
1/03/2011,20:00,,74.66,0.37,-1.25,7.32,6.07,16.93,34.31,21.60,4.56,734.97,21.69,137.58,3.49
1/03/2011,21:00,,71.06,0.36,-1.37,6.53,5.16,20.22,27.00,22.41,4.43,698.93,21.48,136.95,3.24
1/03/2011,22:00,,67.51,0.33,-1.31,5.62,4.31,20.87,29.91,22.41,0.89,663.37,21.16,139.56,3.12
1/03/2011,23:00,,68.82,0.43,-1.33,4.22,2.89,17.34,39.37,20.34,0.03,676.53,20.44,137.61,3.11
1/03/2011,24:00:00,,70.43,0.46,-1.35,4.54,3.19,16.94,41.55,18.43,2.28,692.53,19.82,125.93,3.05
2/03/2011,1:00,,72.44,0.48,-1.47,4.04,2.57,17.07,37.68,18.46,1.75,712.88,19.08,120.18,2.45
2/03/2011,2:00,,68.46,0.41,-1.76,5.70,3.94,15.84,35.47,20.86,7.61,673.17,19.14,135.24,3.01
2/03/2011,3:00,,66.54,0.34,-1.61,4.16,2.55,17.52,36.50,19.18,3.53,654.06,19.08,119.42,2.65
2/03/2011,4:00,,65.62,0.32,-1.47,3.85,2.37,17.77,41.75,20.42,3.71,644.76,19.26,127.40,2.81
2/03/2011,5:00,,66.48,0.30,-1.32,4.39,3.08,16.51,36.54,20.92,1.63,653.34,19.06,112.81,2.39
2/03/2011,6:00,,65.41,0.27,-1.35,6.16,4.80,14.83,34.83,20.95,0.56,642.61,19.10,120.54,2.27
2/03/2011,7:00,,66.06,0.31,1.39,14.81,16.20,7.25,39.99,23.74,2.30,649.06,19.13,124.83,1.70
2/03/2011,8:00,,65.55,0.29,1.22,11.58,12.79,9.60,49.22,22.67,2.15,644.18,19.25,124.45,1.92
2/03/2011,9:00,,62.60,0.27,1.64,12.29,13.93,9.42,39.63,29.57,1.23,614.58,19.71,99.06,1.65
2/03/2011,10:00,,61.45,0.24,0.71,7.53,8.24,14.02,37.05,35.50,0.49,603.22,19.99,83.45,1.35
2/03/2011,11:00,,60.90,0.22,-0.17,5.18,5.01,17.16,38.38,24.96,0.38,598.13,20.31,100.36,1.84
2/03/2011,12:00,,61.62,0.21,0.81,5.72,6.53,17.35,30.32,51.94,0.34,605.11,20.47,56.36,1.15
2/03/2011,13:00,,61.99,0.20,0.40,5.50,5.90,17.98,32.42,32.19,0.25,608.79,20.49,73.73,1.70
2/03/2011,14:00,,60.29,0.22,2.45,7.71,10.16,16.53,33.75,51.35,0.28,591.25,20.84,13.61,0.95
2/03/2011,15:00,,57.11,0.20,1.54,6.50,8.04,18.14,34.08,60.84,0.24,559.53,21.60,51.57,0.77
2/03/2011,16:00,,57.91,0.22,0.01,6.93,6.94,17.17,31.53,38.86,0.26,567.37,21.44,82.53,1.33
2/03/2011,17:00,,59.30,0.26,4.53,11.14,15.67,13.00,36.63,50.12,0.27,581.13,21.33,56.82,1.10
2/03/2011,18:00,,64.98,0.25,1.95,8.09,10.04,14.33,37.95,44.44,0.14,637.58,20.65,63.00,1.61
2/03/2011,19:00,,72.83,0.24,1.70,9.07,10.77,12.38,40.59,55.25,0.22,716.44,19.95,61.16,0.84
2/03/2011,20:00,,77.54,0.21,-1.12,6.09,4.97,14.52,20.97,38.07,0.12,763.18,19.54,359.35,1.01
2/03/2011,21:00,,79.81,0.20,-1.50,5.84,4.34,14.75,18.91,35.91,0.12,785.84,19.48,338.77,0.86
2/03/2011,22:00,,81.80,0.20,-1.91,6.97,5.06,12.58,16.27,35.08,0.07,805.68,19.37,284.47,0.47
2/03/2011,23:00,,82.29,0.24,-1.57,8.27,6.70,10.16,13.03,26.32,0.18,810.69,19.22,313.50,0.73
2/03/2011,24:00:00,,84.87,0.22,-1.52,9.42,7.90,7.67,10.85,51.17,0.37,836.10,18.65,295.77,0.37
3/03/2011,1:00,,88.55,0.22,-1.26,11.22,9.96,4.31,10.93,41.96,0.27,872.93,17.65,314.63,0.35
3/03/2011,2:00,,90.65,0.24,0.28,13.07,13.35,1.18,12.93,38.99,0.13,893.69,17.02,306.98,0.42
3/03/2011,3:00,,92.20,0.26,4.22,12.70,16.92,0.20,9.83,35.23,0.16,909.31,16.44,13.09,0.34
3/03/2011,4:00,,92.73,0.27,12.23,10.88,23.11,0.12,22.76,29.89,0.23,914.51,16.07,359.25,0.60
3/03/2011,5:00,,93.93,0.26,29.92,9.26,39.18,0.10,11.18,41.94,0.45,926.49,15.46,307.37,0.36
3/03/2011,6:00,,94.24,0.38,53.55,13.84,67.39,0.15,24.55,19.71,0.84,929.48,15.67,317.73,1.23
3/03/2011,7:00,,92.55,0.51,77.61,15.88,93.49,0.38,37.95,26.08,1.35,913.01,16.49,303.65,0.77
3/03/2011,8:00,,81.98,0.41,21.91,11.23,33.14,2.98,19.06,29.29,0.65,807.82,19.20,312.95,1.23
3/03/2011,9:00,,73.33,0.42,20.72,13.81,34.53,3.81,23.01,29.70,0.98,721.46,20.69,317.23,1.28
3/03/2011,10:00,,60.09,0.39,14.48,13.35,27.83,7.47,15.72,33.38,1.08,590.95,22.95,313.85,1.07
3/03/2011,11:00,,44.47,0.31,2.60,8.78,11.37,21.42,13.37,29.19,0.64,433.98,25.30,316.14,1.91
3/03/2011,12:00,,34.67,0.23,1.69,8.49,10.18,26.37,13.79,30.90,0.34,336.12,27.17,304.71,1.95
3/03/2011,13:00,,23.22,0.14,0.93,6.24,7.17,29.78,0.84,47.13,0.00,221.77,29.88,285.23,1.40
3/03/2011,14:00,,18.70,0.08,-0.16,4.30,4.14,29.29,8.99,35.12,-0.24,176.31,30.72,291.70,1.69
3/03/2011,15:00,,17.26,0.07,-0.19,4.98,4.79,28.35,6.69,39.25,-0.10,162.15,31.45,286.97,1.41
3/03/2011,16:00,,29.44,0.22,0.48,14.90,15.38,38.09,50.39,61.93,1.22,283.06,29.49,117.47,1.67
3/03/2011,17:00,,39.89,0.29,0.84,19.89,20.73,45.71,38.96,19.65,1.37,387.72,26.60,113.29,3.18
3/03/2011,18:00,,46.30,0.21,-0.11,15.16,15.05,37.64,29.84,17.61,0.95,451.25,24.56,115.00,2.91
3/03/2011,19:00,,64.67,0.27,-1.16,10.24,9.09,26.90,38.63,18.47,0.33,634.95,22.41,126.67,3.12
3/03/2011,20:00,,71.10,0.27,-1.58,12.65,11.07,18.06,29.13,18.66,2.27,698.91,21.39,124.47,2.86
3/03/2011,21:00,,73.46,0.27,-1.73,8.34,6.61,18.90,27.31,22.20,0.69,722.43,21.25,120.92,2.49
3/03/2011,22:00,,72.64,0.29,-1.79,6.08,4.30,21.79,24.16,20.49,0.51,714.15,20.93,123.30,1.95
3/03/2011,23:00,,71.54,0.35,-1.67,6.36,4.69,23.53,28.96,24.24,0.14,703.34,20.94,112.89,1.26
3/03/2011,24:00:00,,73.34,0.36,-1.48,5.32,3.84,24.45,27.34,21.96,0.03,721.23,20.65,98.97,1.00
4/03/2011,1:00,,75.25,0.35,-1.76,5.07,3.31,21.84,25.71,35.94,0.05,740.46,20.34,102.63,0.65
4/03/2011,2:00,,77.56,0.32,-1.91,5.03,3.12,19.24,23.91,25.53,0.21,763.49,19.88,123.94,0.55
4/03/2011,3:00,,84.57,0.32,-1.86,6.81,4.95,12.49,25.54,95.37,0.16,833.43,18.66,0.87,0.13
4/03/2011,4:00,,86.54,0.35,7.26,13.70,20.96,2.24,21.40,30.51,0.15,853.13,17.92,355.77,0.47
4/03/2011,5:00,,89.86,0.36,26.08,13.51,39.58,0.18,23.94,19.92,0.46,886.21,17.01,10.47,0.46
4/03/2011,6:00,,90.35,0.42,66.66,17.00,83.66,0.19,29.11,21.87,0.98,891.15,16.79,359.90,0.51
4/03/2011,7:00,,88.59,0.52,112.83,22.24,135.07,0.40,52.82,26.80,1.90,873.85,17.28,359.16,0.53
4/03/2011,8:00,,75.65,0.46,59.46,19.72,79.18,2.36,43.50,46.33,1.30,745.15,20.62,356.85,0.59
4/03/2011,9:00,,65.42,0.31,1.96,7.60,9.57,18.03,30.87,42.85,0.22,642.98,22.77,346.59,1.40
4/03/2011,10:00,,58.40,0.32,0.16,5.28,5.44,25.53,27.27,43.67,0.13,573.44,24.50,346.87,1.51
4/03/2011,11:00,,52.34,0.43,-0.59,3.78,3.19,34.28,25.84,48.05,0.64,512.68,25.66,336.79,1.71
4/03/2011,12:00,,43.30,0.38,-0.68,4.42,3.74,37.88,18.05,62.29,1.79,422.42,27.43,330.38,1.13
4/03/2011,13:00,,34.32,0.30,-0.83,4.20,3.37,44.47,16.18,86.64,1.24,332.69,28.81,262.59,0.46
4/03/2011,14:00,,28.49,0.25,-0.48,5.63,5.15,51.84,17.14,81.17,0.93,274.51,29.70,152.77,0.69
4/03/2011,15:00,,33.81,0.23,-0.54,6.51,5.97,49.92,46.50,50.81,0.74,326.89,29.81,139.90,2.27
4/03/2011,16:00,,50.68,0.29,-0.19,7.75,7.56,41.80,46.64,19.94,0.49,495.45,27.67,121.56,4.05
4/03/2011,17:00,,57.58,0.30,0.09,8.32,8.41,35.00,38.97,21.75,0.92,564.17,25.77,113.83,3.68
4/03/2011,18:00,,67.76,0.27,-0.01,8.85,8.84,21.77,43.79,18.33,2.81,665.64,23.62,134.79,4.34
4/03/2011,19:00,,63.51,0.20,-1.18,7.20,6.02,26.03,11.42,26.78,0.09,623.96,21.92,151.43,3.03
4/03/2011,20:00,,62.40,0.19,-1.63,6.00,4.37,27.02,20.34,27.62,-0.09,612.39,21.21,157.56,2.76
4/03/2011,21:00,,66.71,0.27,-1.48,5.72,4.24,26.09,29.29,25.97,-0.09,655.03,21.02,152.60,3.06
4/03/2011,22:00,,67.02,0.28,-1.33,5.21,3.88,24.97,26.49,26.67,-0.15,658.15,20.67,143.20,2.85
4/03/2011,23:00,,65.69,0.26,-1.29,5.20,3.91,23.43,23.35,21.82,-0.09,644.80,20.35,138.76,3.21
4/03/2011,24:00:00,,67.81,0.23,-1.46,4.82,3.37,21.84,22.57,19.74,0.36,666.33,19.67,136.89,3.19
5/03/2011,1:00,,67.00,0.21,-1.81,4.82,3.01,19.56,20.98,21.69,0.50,658.24,19.56,139.39,2.98
5/03/2011,2:00,,71.34,0.20,-1.58,3.76,2.19,19.33,20.40,27.56,0.05,701.25,18.89,161.63,2.17
5/03/2011,3:00,,73.66,0.22,-1.69,4.31,2.63,17.27,17.71,30.73,0.09,724.60,18.61,189.95,1.41
5/03/2011,4:00,,75.20,0.25,-1.78,3.46,1.68,18.46,18.87,28.00,0.06,740.12,18.17,167.93,2.19
5/03/2011,5:00,,74.89,0.24,-1.79,3.41,1.62,18.79,19.25,27.20,-0.02,737.00,17.84,176.71,1.98
5/03/2011,6:00,,77.21,0.22,-1.49,4.63,3.14,18.02,17.81,35.20,0.01,760.05,17.29,171.27,1.92
5/03/2011,7:00,,73.42,0.20,-1.34,6.92,5.58,16.64,17.61,32.37,-0.09,722.26,17.42,181.09,1.76
5/03/2011,8:00,,74.12,0.18,-0.68,5.74,5.05,17.58,17.17,30.07,0.00,729.48,17.70,189.93,2.20
5/03/2011,9:00,,69.47,0.16,0.06,5.32,5.38,17.61,16.20,32.91,0.34,683.20,18.54,189.10,1.89
5/03/2011,10:00,,66.61,0.16,-0.01,5.18,5.17,18.19,21.36,30.87,0.30,654.63,18.97,185.93,2.07
5/03/2011,11:00,,66.69,0.15,0.36,5.63,5.99,18.42,15.39,38.05,0.28,655.33,19.22,173.11,2.02
5/03/2011,12:00,,73.60,0.14,0.60,8.20,8.81,16.84,21.42,47.47,1.41,723.83,18.58,169.42,1.17
5/03/2011,13:00,,68.05,0.13,0.77,7.18,7.95,16.92,7.80,39.20,0.29,669.12,19.32,161.38,1.75
5/03/2011,14:00,,54.37,0.09,0.54,4.69,5.22,20.66,7.07,25.81,0.25,532.72,20.68,145.32,2.97
5/03/2011,15:00,,56.38,0.09,-0.41,5.31,4.90,20.29,16.22,24.12,1.13,551.62,19.90,143.31,2.98
5/03/2011,16:00,,57.10,0.09,0.12,6.11,6.23,18.64,14.94,26.24,1.89,559.42,19.91,144.10,2.79
5/03/2011,17:00,,61.81,0.09,-0.71,6.26,5.55,17.78,16.61,29.42,1.83,606.07,18.98,131.15,2.47
5/03/2011,18:00,,61.88,0.09,-1.07,6.20,5.13,17.05,17.26,32.28,1.49,606.99,18.68,116.66,2.11
5/03/2011,19:00,,64.62,0.11,-1.43,7.95,6.53,14.35,16.04,39.74,0.51,634.66,18.37,110.56,1.57
5/03/2011,20:00,,67.88,0.10,-1.57,5.50,3.93,16.00,14.86,68.39,0.38,666.70,17.92,111.15,0.80
5/03/2011,21:00,,67.23,0.12,-1.50,8.78,7.28,12.53,14.88,69.69,1.16,660.34,18.05,111.55,0.78
5/03/2011,22:00,,61.98,0.08,-1.44,4.34,2.90,17.41,12.76,24.26,0.06,607.73,18.32,101.94,1.41
5/03/2011,23:00,,62.54,0.08,-1.65,5.97,4.32,15.19,13.23,43.55,-0.22,613.30,18.14,75.36,0.71
5/03/2011,24:00:00,,62.33,0.07,-1.82,6.15,4.32,14.88,10.36,33.67,-0.23,611.46,18.04,90.29,0.58
6/03/2011,1:00,,60.01,0.06,-1.34,5.08,3.73,16.07,10.61,70.94,0.12,587.80,18.02,95.79,0.31
6/03/2011,2:00,,63.12,0.06,-1.31,5.18,3.87,13.94,7.88,81.38,0.14,619.23,17.43,134.66,0.18
6/03/2011,3:00,,59.51,0.06,-1.32,6.01,4.68,13.11,6.56,61.45,0.15,583.27,17.54,92.91,0.52
6/03/2011,4:00,,55.48,0.07,-1.36,3.87,2.51,19.67,10.23,24.00,0.28,542.85,18.15,113.36,0.87
6/03/2011,5:00,,61.41,0.06,-1.35,4.23,2.88,17.18,10.39,79.97,0.14,601.58,16.89,89.99,0.21
6/03/2011,6:00,,77.23,0.06,2.73,13.04,15.77,4.78,14.44,19.95,0.14,759.22,14.44,2.84,0.44
6/03/2011,7:00,,79.27,0.06,8.55,10.54,19.08,1.61,9.36,31.34,0.19,780.45,14.13,354.11,0.49
6/03/2011,8:00,,53.88,0.06,9.23,10.50,19.73,8.57,6.29,97.72,0.52,527.82,19.07,121.64,0.59
6/03/2011,9:00,,39.30,0.04,-0.67,2.40,1.73,23.42,7.19,32.85,0.52,381.87,21.18,123.24,1.74
6/03/2011,10:00,,37.57,0.04,-0.50,2.69,2.19,25.37,9.43,62.77,3.04,364.36,21.72,110.29,1.09
6/03/2011,11:00,,43.59,0.04,-0.60,3.63,3.04,24.21,13.24,24.52,1.29,424.80,21.30,112.19,2.85
6/03/2011,12:00,,44.91,0.04,-0.26,4.48,4.23,22.36,11.33,26.76,2.58,437.65,21.11,129.99,2.78
6/03/2011,13:00,,45.42,0.05,-0.17,3.94,3.77,22.58,12.72,28.17,1.54,442.51,21.38,125.14,2.75
6/03/2011,14:00,,47.29,0.06,-0.34,4.16,3.83,22.05,14.23,25.86,3.62,461.28,21.12,119.22,2.74
6/03/2011,15:00,,46.44,0.06,-0.27,4.27,4.00,20.55,11.78,28.47,0.80,452.81,21.29,132.72,2.52
6/03/2011,16:00,,46.09,0.05,-0.75,3.29,2.54,21.23,11.69,27.15,0.05,449.34,21.43,112.34,2.49
6/03/2011,17:00,,45.65,0.05,-0.43,3.42,2.99,21.22,12.66,23.99,0.02,444.81,21.62,114.20,2.85
6/03/2011,18:00,,50.51,0.05,-0.75,3.73,2.99,19.17,13.16,21.83,-0.03,493.07,20.36,106.72,2.73
6/03/2011,19:00,,55.01,0.05,-1.37,4.41,3.04,17.19,13.75,24.09,-0.09,538.12,19.64,108.50,1.84
6/03/2011,20:00,,56.85,0.06,-1.51,5.66,4.15,15.11,13.73,19.40,-0.18,556.57,19.12,115.77,1.46
6/03/2011,21:00,,58.05,0.07,-1.62,9.65,8.04,10.93,10.25,17.27,-0.11,568.53,18.68,112.78,0.96
6/03/2011,22:00,,65.99,0.08,-1.39,12.91,11.52,4.87,13.81,62.03,-0.16,647.56,17.54,124.43,0.16
6/03/2011,23:00,,67.24,0.08,4.23,14.90,19.13,1.69,10.87,80.76,-0.09,659.87,17.41,95.16,0.11
6/03/2011,24:00:00,,73.47,0.17,15.76,14.53,30.28,0.22,37.66,35.54,0.13,722.20,16.41,349.01,0.37
