Date,Time,WESTMEAD CO 1h average [ppb],WESTMEAD HUMID 1h average [%],WESTMEAD NEPH 1h average [bsp],WESTMEAD NO 1h average [ppb],WESTMEAD NO2 1h average [ppb],WESTMEAD NOX 1h average [ppb],WESTMEAD OZONE 1h average [ppb],WESTMEAD PM10 1h average [ug/m3],WESTMEAD SD1 1h average [degr],WESTMEAD SO2 1h average [ppb],WESTMEAD SOLAR 1h average [W/m2],WESTMEAD TEMP 1h average [degrC],WESTMEAD WDR 1h average [degr],WESTMEAD WSP 1h average [m/s]
2/05/2012,22:00,232.56,92.77,0.19,-0.05,12.43,12.29,10.63,12.14,34.79,0.03,10.23,15.93,309.55,0.68
2/05/2012,23:00,361.19,95.06,0.23,1.15,19.27,20.29,2.42,12.39,22.00,-0.28,10.71,15.80,328.83,0.69
2/05/2012,24:00:00,366.02,95.72,0.25,6.11,19.11,25.14,0.34,12.94,26.25,-0.30,10.86,15.76,340.64,0.46
3/05/2012,1:00,370.77,96.19,0.24,13.03,17.28,30.32,-0.27,12.55,40.43,-0.44,10.84,15.73,327.53,0.73
3/05/2012,2:00,,96.28,0.25,,,,,10.03,36.36,,10.48,15.53,333.23,0.32
3/05/2012,3:00,216.24,96.27,0.30,0.05,10.45,10.43,0.67,7.17,63.54,-0.69,9.82,15.12,315.48,0.20
3/05/2012,4:00,283.88,96.59,0.32,10.79,11.60,22.34,-0.24,11.07,46.07,0.17,9.60,14.45,337.86,0.33
3/05/2012,5:00,282.69,96.73,0.38,18.73,8.82,27.61,-0.29,8.72,25.64,0.21,9.60,13.66,5.32,0.42
3/05/2012,6:00,312.35,96.90,0.32,70.59,8.34,79.44,-0.27,11.66,21.13,1.04,9.12,12.86,351.01,0.45
3/05/2012,7:00,605.99,97.12,0.46,181.06,25.02,207.33,-0.19,20.52,26.64,2.29,15.10,12.45,349.28,0.48
3/05/2012,8:00,818.25,97.40,0.52,146.31,20.18,167.51,-0.05,36.28,25.66,2.89,126.75,13.66,329.88,0.88
3/05/2012,9:00,663.12,90.96,0.44,76.12,18.23,94.78,0.60,15.61,60.69,1.74,292.22,15.72,300.66,0.40
3/05/2012,10:00,198.24,68.48,0.11,7.61,9.45,17.01,10.01,4.63,43.61,0.30,110.95,17.32,203.27,0.99
3/05/2012,11:00,154.57,57.70,0.10,7.09,9.27,16.31,13.70,5.91,57.99,0.41,562.52,19.33,207.09,0.89
3/05/2012,12:00,136.63,51.76,0.09,5.31,7.85,13.10,17.03,8.57,73.15,0.18,670.18,20.63,223.25,0.42
3/05/2012,13:00,156.56,50.91,0.10,3.51,6.80,10.26,20.14,7.31,82.57,0.15,673.65,21.14,292.68,0.41
3/05/2012,14:00,181.46,48.18,0.10,2.75,7.18,9.86,21.97,8.07,75.27,0.29,465.68,21.48,200.38,0.41
3/05/2012,15:00,186.53,43.22,0.09,2.16,7.15,9.23,23.75,6.96,86.78,0.07,402.09,22.26,200.35,0.27
3/05/2012,16:00,185.34,41.79,0.09,1.91,8.32,10.15,23.90,7.84,59.06,0.03,235.03,21.98,131.93,0.84
3/05/2012,17:00,286.94,60.07,0.13,1.99,15.91,17.72,18.58,21.09,20.25,1.01,59.18,19.48,107.56,1.99
3/05/2012,18:00,424.12,66.43,0.12,2.69,24.60,27.01,8.92,18.29,17.56,0.72,7.70,17.69,99.17,1.41
3/05/2012,19:00,386.22,71.75,0.15,3.71,27.91,31.30,2.37,15.84,19.06,0.58,6.25,16.38,108.95,0.79
3/05/2012,20:00,360.15,84.38,0.20,21.08,23.50,44.47,-0.18,16.66,36.73,0.41,7.68,14.24,7.72,0.41
3/05/2012,21:00,650.71,90.92,0.29,47.27,19.09,66.54,-0.22,20.36,54.77,0.87,8.62,13.21,345.00,0.21
3/05/2012,22:00,963.57,92.57,0.31,76.67,18.64,95.74,-0.21,21.80,20.04,1.36,9.91,13.30,5.17,0.49
3/05/2012,23:00,440.75,73.03,0.19,25.63,17.52,43.15,2.66,5.93,70.91,0.60,6.71,14.34,194.07,0.46
3/05/2012,24:00:00,115.10,55.54,0.07,0.13,9.92,9.93,11.35,3.69,58.58,0.08,6.13,14.07,185.07,0.59
4/05/2012,1:00,91.83,54.04,0.06,-0.17,11.57,11.25,9.24,4.70,69.20,-0.43,5.96,13.47,211.41,0.51
4/05/2012,2:00,,55.30,0.06,,,,,5.92,71.16,,5.61,12.44,234.26,0.30
4/05/2012,3:00,67.31,57.88,0.04,-0.33,5.38,5.01,11.35,3.49,58.97,0.00,6.27,12.10,230.35,0.37
4/05/2012,4:00,83.71,61.00,0.04,-0.41,5.67,5.21,13.61,5.89,62.20,-0.36,6.22,11.71,238.45,0.36
4/05/2012,5:00,81.66,62.69,0.05,-0.30,6.67,6.30,12.60,4.88,70.15,-0.34,6.12,11.07,239.67,0.31
4/05/2012,6:00,93.04,67.69,0.05,2.70,10.33,12.96,9.19,7.44,51.33,-0.38,6.51,10.16,325.70,0.35
4/05/2012,7:00,385.88,77.33,0.14,119.47,27.06,147.30,0.14,18.24,47.97,1.46,13.38,9.08,342.93,0.31
4/05/2012,8:00,344.72,63.57,0.11,44.96,21.17,66.33,1.15,11.83,54.12,0.67,108.44,10.96,281.58,0.39
4/05/2012,9:00,150.24,49.71,0.07,6.82,11.25,18.03,10.09,7.76,49.22,-0.13,283.79,13.76,241.13,0.86
4/05/2012,10:00,120.67,47.89,0.06,4.44,7.19,11.60,15.26,9.63,45.79,-0.13,97.13,14.45,276.37,0.91
4/05/2012,11:00,46.92,41.96,0.06,3.37,6.25,9.59,17.92,9.20,42.15,0.06,579.84,16.92,257.84,1.06
4/05/2012,12:00,47.25,38.27,0.05,2.38,5.07,7.42,20.38,5.43,56.33,0.09,666.17,18.58,268.33,0.83
4/05/2012,13:00,76.42,36.28,0.06,1.96,4.77,6.70,22.82,7.51,59.33,0.35,633.35,19.58,219.19,0.73
4/05/2012,14:00,110.15,34.83,0.06,1.51,4.59,6.08,24.07,9.37,62.35,0.46,561.33,20.36,232.81,0.62
4/05/2012,15:00,142.27,30.87,0.05,1.64,5.34,6.94,23.57,6.47,63.29,0.83,418.08,20.82,205.22,0.64
4/05/2012,16:00,147.93,29.10,0.04,1.20,5.56,6.72,23.16,7.42,54.58,-0.23,236.89,20.94,185.93,0.73
4/05/2012,17:00,271.86,41.04,0.06,1.95,14.74,16.57,16.90,17.29,31.80,3.10,55.63,18.72,148.47,1.88
4/05/2012,18:00,391.96,48.67,0.07,3.37,23.85,27.03,7.93,18.78,19.83,8.66,5.12,16.65,135.17,1.77
4/05/2012,19:00,433.87,64.13,0.10,4.34,27.65,31.77,1.11,16.88,107.30,1.00,4.77,14.79,144.09,0.25
4/05/2012,20:00,663.42,79.23,0.27,61.12,22.24,83.68,-0.15,27.85,31.26,1.25,6.98,12.25,358.74,0.50
4/05/2012,21:00,847.59,86.10,0.36,68.22,19.11,87.74,-0.26,25.19,29.77,1.30,7.00,11.00,358.34,0.39
4/05/2012,22:00,930.19,90.22,0.40,65.06,17.12,82.59,-0.29,20.78,29.24,0.97,7.98,10.37,7.87,0.50
4/05/2012,23:00,721.78,90.96,0.31,53.96,16.44,70.72,-0.33,16.45,48.51,0.84,8.39,10.18,357.99,0.47
4/05/2012,24:00:00,632.35,90.41,0.27,47.78,15.34,63.38,-0.35,13.53,38.88,0.57,7.94,9.79,8.81,0.46
5/05/2012,1:00,431.12,87.53,0.21,26.59,14.13,40.82,-0.35,10.94,46.58,1.02,8.50,9.45,11.85,0.52
5/05/2012,2:00,,86.61,0.18,,,,,9.31,37.76,,8.07,8.98,10.90,0.46
5/05/2012,3:00,267.30,85.28,0.14,6.40,11.66,18.00,0.19,9.11,33.15,0.19,9.09,9.34,357.78,0.55
5/05/2012,4:00,217.95,76.46,0.11,3.49,11.97,15.38,3.04,6.38,26.06,0.21,7.03,10.53,340.51,0.72
5/05/2012,5:00,225.51,81.83,0.11,1.77,11.48,13.16,0.96,6.86,26.70,0.65,7.08,9.73,358.72,0.61
5/05/2012,6:00,223.22,87.15,0.11,8.61,12.10,20.65,-0.12,8.34,26.11,0.37,8.30,8.62,353.71,0.67
5/05/2012,7:00,279.01,87.90,0.12,24.05,12.52,36.58,-0.30,9.93,16.83,0.50,13.33,8.30,3.90,0.72
5/05/2012,8:00,312.10,80.19,0.18,34.18,15.03,49.25,0.68,17.34,22.93,0.97,111.37,10.09,338.05,0.87
5/05/2012,9:00,268.17,65.88,0.11,12.54,9.85,22.37,7.17,11.68,56.77,0.66,288.23,13.93,272.59,0.79
5/05/2012,10:00,196.92,62.29,0.08,2.24,5.77,7.97,14.39,10.49,49.63,0.21,243.57,15.67,242.92,0.84
5/05/2012,11:00,122.67,57.50,0.07,2.84,5.77,8.58,16.16,9.22,53.39,0.29,581.24,18.08,221.24,0.94
5/05/2012,12:00,120.73,54.21,0.07,2.24,5.13,7.34,19.56,9.65,43.17,0.29,623.86,19.85,212.26,1.07
5/05/2012,13:00,182.53,54.12,0.06,1.12,4.86,5.94,22.13,9.00,48.21,0.53,352.88,19.29,169.80,1.42
5/05/2012,14:00,210.35,51.42,0.07,0.86,5.05,5.87,22.76,9.99,41.34,0.60,294.06,19.32,165.38,1.80
5/05/2012,15:00,218.21,49.76,0.06,0.95,4.65,5.57,23.65,10.53,34.42,0.49,292.88,19.61,173.81,1.87
5/05/2012,16:00,202.89,49.89,0.05,0.48,5.12,5.56,22.81,6.45,35.54,0.09,84.68,18.58,166.59,1.60
5/05/2012,17:00,241.33,56.41,0.09,0.46,9.38,9.76,17.63,15.24,28.15,0.74,29.20,17.66,146.02,1.75
5/05/2012,18:00,261.07,63.13,0.12,-0.10,10.95,10.76,13.59,17.20,43.53,0.41,6.79,16.39,174.70,0.79
5/05/2012,19:00,325.69,77.24,0.13,-0.28,14.17,13.77,5.61,12.82,80.66,0.24,7.19,13.62,208.63,0.11
5/05/2012,20:00,430.23,82.95,0.47,26.83,18.54,45.34,0.22,24.87,62.57,0.74,7.56,12.47,356.29,0.34
5/05/2012,21:00,831.51,89.76,0.68,41.55,14.64,56.27,-0.22,26.48,45.05,0.87,8.31,11.16,0.51,0.40
5/05/2012,22:00,731.95,92.80,0.53,35.39,13.29,48.74,-0.27,23.62,22.61,0.61,8.41,10.41,358.55,0.64
5/05/2012,23:00,669.05,93.55,0.34,36.89,12.57,49.54,-0.31,15.80,30.12,0.76,8.16,9.87,4.35,0.49
5/05/2012,24:00:00,680.73,94.38,0.37,37.86,11.37,49.32,-0.29,14.20,28.41,0.55,8.54,9.26,6.40,0.58
6/05/2012,1:00,669.46,95.21,0.44,32.76,9.61,42.45,-0.28,17.15,43.56,0.72,8.41,8.64,352.11,0.54
6/05/2012,2:00,,95.74,0.45,,,,,17.02,45.22,,8.53,8.13,346.13,0.60
6/05/2012,3:00,633.54,95.95,0.47,34.69,8.52,43.55,-0.01,15.34,60.45,0.71,8.14,7.69,347.62,0.43
6/05/2012,4:00,638.12,96.04,0.45,25.78,7.41,33.43,-0.31,14.06,41.66,0.19,8.55,7.31,334.52,0.48
6/05/2012,5:00,633.86,96.28,0.43,29.90,6.04,36.24,-0.30,15.15,30.80,0.12,7.38,6.89,350.41,0.61
6/05/2012,6:00,608.84,96.37,0.41,27.71,5.81,33.80,-0.30,14.46,49.15,0.48,7.68,6.48,354.25,0.48
6/05/2012,7:00,590.77,96.54,0.40,33.70,6.05,40.09,-0.24,14.44,28.87,0.46,13.29,6.23,356.77,0.67
6/05/2012,8:00,589.47,96.79,0.41,28.36,7.69,36.32,0.30,24.21,27.07,0.02,91.70,7.64,330.06,0.72
6/05/2012,9:00,370.28,81.57,0.26,9.38,7.19,16.63,4.77,8.87,32.37,0.03,280.15,11.19,312.18,0.92
6/05/2012,10:00,250.88,66.29,0.17,3.71,5.63,9.34,12.58,3.86,45.62,0.16,71.74,13.18,284.96,0.74
6/05/2012,11:00,148.36,54.58,0.16,3.49,6.12,9.60,16.67,7.55,33.35,0.11,572.40,15.55,314.43,1.19
6/05/2012,12:00,135.42,45.15,0.12,2.50,5.44,7.93,20.61,5.51,46.01,-0.06,676.17,17.72,273.13,0.77
6/05/2012,13:00,129.27,38.38,0.08,1.19,3.87,5.04,25.70,3.91,52.18,-0.27,646.71,18.91,318.01,1.01
6/05/2012,14:00,178.08,37.35,0.07,0.29,2.59,2.87,28.20,7.53,63.59,-0.40,533.29,19.56,321.84,0.87
6/05/2012,15:00,173.40,31.75,0.05,0.15,2.06,2.19,28.56,2.70,55.98,-0.37,413.04,20.11,12.97,0.84
6/05/2012,16:00,185.82,30.52,0.05,-0.01,2.09,2.06,29.62,6.01,83.56,-0.35,225.90,20.38,39.36,0.21
6/05/2012,17:00,194.91,40.63,0.05,-0.08,2.88,2.78,25.28,12.80,56.02,-0.18,47.29,19.87,68.15,0.21
6/05/2012,18:00,378.41,66.24,0.12,10.90,13.51,24.43,10.12,20.77,64.88,-0.06,6.26,14.47,26.18,0.27
6/05/2012,19:00,606.64,81.59,0.24,28.12,18.37,46.68,-0.14,21.72,46.38,0.19,7.45,12.19,336.82,0.28
6/05/2012,20:00,559.58,88.02,0.51,36.79,16.79,53.87,-0.14,29.51,54.88,0.50,7.55,11.01,349.60,0.31
6/05/2012,21:00,998.89,88.20,0.59,70.08,19.48,90.23,-0.24,28.96,46.74,0.99,7.68,10.80,4.76,0.40
6/05/2012,22:00,873.80,84.28,0.46,49.09,16.26,65.79,-0.22,17.86,41.50,0.70,7.21,10.26,1.81,0.44
6/05/2012,23:00,693.05,85.35,0.43,39.38,14.49,54.22,-0.20,19.61,31.41,0.56,7.54,9.34,356.74,0.56
6/05/2012,24:00:00,581.19,86.82,0.40,28.74,12.84,41.82,-0.21,18.99,47.76,0.32,8.16,8.59,14.80,0.48
7/05/2012,1:00,455.82,90.18,0.30,23.03,11.32,34.53,-0.25,12.51,27.04,-0.17,8.18,7.93,5.44,0.77
7/05/2012,2:00,,91.79,0.27,,,,,10.72,27.48,,8.28,7.62,1.80,0.74
7/05/2012,3:00,374.38,92.37,0.30,15.16,8.67,23.96,-0.03,11.11,20.92,-0.19,8.48,7.20,348.50,0.63
7/05/2012,4:00,401.31,93.26,0.35,23.11,9.09,32.43,-0.30,14.55,19.39,-0.33,9.44,7.33,336.26,0.74
7/05/2012,5:00,426.84,92.21,0.34,29.98,9.32,39.60,-0.26,13.29,15.66,-0.05,9.18,7.35,333.71,0.61
7/05/2012,6:00,432.59,92.02,0.32,66.86,11.02,78.64,-0.27,17.48,21.46,0.61,8.88,7.75,325.94,0.67
7/05/2012,7:00,570.71,88.61,0.33,72.75,14.26,87.82,-0.27,18.68,16.36,0.96,11.92,8.50,322.73,0.75
7/05/2012,8:00,712.37,82.45,0.31,67.75,16.69,85.17,-0.13,21.33,28.86,0.70,57.61,9.47,309.31,0.73
7/05/2012,9:00,525.28,75.71,0.20,24.01,15.25,39.46,0.85,13.24,35.91,0.28,92.01,10.74,304.75,0.62
7/05/2012,10:00,548.24,72.68,0.22,40.79,16.43,57.62,0.91,17.50,26.69,0.48,174.31,11.63,315.50,0.98
7/05/2012,11:00,223.89,62.48,0.20,27.20,16.30,43.73,3.48,15.17,34.24,0.30,287.62,13.81,302.53,0.88
7/05/2012,12:00,98.41,52.97,0.19,8.89,13.60,22.50,10.82,11.87,95.36,-0.24,359.91,15.66,307.70,0.08
7/05/2012,13:00,185.35,47.53,0.19,14.11,16.45,30.62,10.38,14.57,85.84,-0.06,472.73,16.98,278.06,0.23
7/05/2012,14:00,288.94,43.52,0.20,14.38,14.90,29.36,11.96,16.36,82.60,0.08,552.24,17.97,148.61,0.47
7/05/2012,15:00,225.79,41.12,0.12,4.30,8.21,12.51,17.69,13.32,66.64,-0.42,310.13,18.74,214.41,0.66
7/05/2012,16:00,207.23,43.89,0.07,1.25,6.63,7.85,17.54,8.43,45.45,-0.56,144.97,17.94,198.46,0.87
7/05/2012,17:00,251.16,46.00,0.06,1.10,10.90,11.94,13.12,9.56,28.11,-0.45,44.57,17.01,197.10,0.88
7/05/2012,18:00,416.67,60.76,0.08,3.71,16.91,20.56,3.88,17.68,95.90,-0.49,6.89,14.37,167.36,0.09
7/05/2012,19:00,759.99,74.91,0.39,54.66,18.17,73.39,0.20,51.85,15.37,0.43,8.29,12.70,6.25,0.58
7/05/2012,20:00,768.53,77.33,0.57,72.63,18.07,91.48,-0.07,28.54,12.97,0.94,8.45,12.47,6.38,0.54
7/05/2012,21:00,854.20,81.30,0.58,74.57,16.18,91.57,-0.14,27.45,43.40,0.92,8.26,11.86,357.75,0.56
7/05/2012,22:00,899.01,84.92,0.61,65.87,14.92,81.51,-0.20,24.15,10.08,0.57,7.37,10.87,0.68,0.82
7/05/2012,23:00,813.32,87.52,0.69,53.42,14.40,68.39,-0.17,23.69,20.44,0.41,7.85,10.08,353.05,0.75
7/05/2012,24:00:00,763.26,90.83,0.67,46.81,13.24,60.53,-0.22,24.43,42.23,0.20,7.98,9.44,339.67,0.73
8/05/2012,1:00,654.87,91.34,0.56,34.66,12.60,47.61,-0.28,19.22,27.76,0.09,8.80,9.11,337.57,0.63
8/05/2012,2:00,,93.36,0.47,,,,,20.57,19.62,,8.63,8.53,340.86,0.64
8/05/2012,3:00,339.85,94.26,0.40,10.87,8.82,19.70,-0.06,11.68,18.67,-0.01,8.63,7.99,341.32,0.60
8/05/2012,4:00,302.23,94.89,0.36,14.54,7.76,22.37,-0.32,22.31,31.32,-0.17,8.31,7.39,354.82,0.49
8/05/2012,5:00,326.24,95.80,0.33,36.49,8.01,44.81,-0.32,17.06,16.00,0.15,8.40,7.30,330.04,0.78
8/05/2012,6:00,350.45,95.90,0.33,37.09,10.42,47.79,-0.42,16.21,18.51,0.28,8.56,7.40,312.20,0.61
8/05/2012,7:00,449.16,95.10,0.25,51.08,13.05,64.53,-0.30,14.92,15.73,0.27,13.91,7.67,320.31,0.81
8/05/2012,8:00,460.30,90.27,0.20,60.90,13.74,75.14,0.14,24.93,19.61,0.47,83.90,9.03,317.11,0.98
8/05/2012,9:00,465.38,76.77,0.20,41.17,13.64,55.11,1.48,10.31,25.12,0.19,263.41,11.85,309.64,1.22
8/05/2012,10:00,364.92,69.73,0.20,23.54,12.00,35.66,3.83,15.89,20.31,0.05,74.77,13.33,325.47,1.76
8/05/2012,11:00,207.08,53.88,0.15,12.35,11.77,24.12,9.64,9.74,47.43,-0.01,525.06,17.15,296.02,0.78
8/05/2012,12:00,170.57,46.20,0.13,10.78,12.89,23.64,11.71,14.67,48.51,0.18,638.26,19.51,277.11,0.74
8/05/2012,13:00,148.69,42.46,0.11,6.37,9.14,15.48,15.89,12.60,60.73,0.11,614.62,20.87,290.36,0.76
8/05/2012,14:00,179.09,39.29,0.11,5.60,8.84,14.40,19.63,14.30,70.80,-0.20,513.71,21.57,77.38,0.43
8/05/2012,15:00,198.89,37.85,0.11,3.89,10.29,14.11,19.75,16.23,72.80,-0.27,335.23,22.18,359.19,0.35
8/05/2012,16:00,212.76,36.66,0.10,2.74,11.42,14.07,21.00,15.92,65.30,-0.27,208.21,22.29,48.13,0.46
8/05/2012,17:00,341.29,44.13,0.12,3.48,20.55,23.84,12.31,19.62,48.48,-0.25,45.63,21.03,48.42,0.49
8/05/2012,18:00,946.65,69.31,0.29,65.85,24.74,91.03,0.73,47.77,20.30,0.78,6.52,16.58,357.32,0.62
8/05/2012,19:00,1008.43,78.73,0.35,78.85,21.47,100.93,-0.23,28.99,41.92,1.17,6.90,14.28,5.73,0.51
8/05/2012,20:00,844.82,83.93,0.47,80.88,20.86,102.38,-0.17,31.30,43.16,1.05,7.52,12.80,348.84,0.56
8/05/2012,21:00,777.58,88.60,0.49,86.36,18.02,105.10,-0.30,27.12,72.89,1.00,8.81,11.61,349.27,0.20
8/05/2012,22:00,1116.87,92.14,0.54,104.69,15.17,120.81,-0.25,27.16,28.41,1.36,8.51,10.93,348.70,0.51
8/05/2012,23:00,970.79,92.72,0.49,83.37,13.94,98.05,-0.26,21.05,29.35,1.20,8.34,10.32,2.61,0.64
8/05/2012,24:00:00,778.01,93.28,0.48,60.19,12.93,73.63,-0.26,18.71,13.85,0.61,8.40,9.83,352.21,0.93
9/05/2012,1:00,734.14,94.15,0.48,50.43,10.96,61.81,-0.33,18.14,24.87,0.25,8.14,9.18,341.53,0.56
9/05/2012,2:00,,95.17,0.46,,,,,17.30,24.16,,8.70,8.86,343.06,0.66
9/05/2012,3:00,552.25,95.59,0.40,32.92,7.10,40.23,-0.07,14.76,23.72,0.69,8.39,8.47,348.70,0.69
9/05/2012,4:00,417.40,95.84,0.33,23.15,7.58,30.88,-0.36,23.54,15.43,0.56,8.32,8.34,349.53,0.75
9/05/2012,5:00,361.04,96.07,0.33,83.76,10.45,94.77,-0.33,16.39,12.72,1.22,8.60,8.06,347.01,0.71
9/05/2012,6:00,412.77,96.30,0.30,132.45,13.39,146.73,-0.32,20.43,14.84,2.41,8.22,7.91,339.42,0.77
9/05/2012,7:00,778.91,96.30,0.39,196.92,23.11,221.35,-0.20,31.28,25.54,3.33,13.08,7.85,354.23,0.63
9/05/2012,8:00,1127.93,94.55,0.41,182.82,21.74,205.78,-0.11,47.18,15.98,3.41,107.47,9.55,322.41,0.87
9/05/2012,9:00,883.17,74.12,0.31,93.94,20.86,115.40,0.38,20.40,20.18,2.55,245.12,13.60,309.54,1.02
9/05/2012,10:00,347.25,55.74,0.12,20.63,14.99,35.72,5.11,14.25,27.06,2.08,74.00,16.45,309.88,1.24
9/05/2012,11:00,229.89,47.42,0.12,12.90,11.41,24.37,9.18,15.49,31.27,1.82,516.67,19.57,312.88,1.21
9/05/2012,12:00,180.73,37.04,0.09,4.00,6.37,10.39,17.49,7.68,28.40,1.08,635.23,22.30,310.59,1.14
9/05/2012,13:00,172.63,31.04,0.07,1.45,4.48,5.93,24.41,12.21,52.35,0.39,603.91,24.32,314.12,0.72
9/05/2012,14:00,186.23,29.38,0.08,1.48,6.01,7.48,26.21,10.84,93.09,0.40,510.78,25.12,336.24,0.22
9/05/2012,15:00,209.60,28.30,0.09,2.13,8.34,10.46,25.60,12.66,69.56,0.45,370.32,26.07,322.37,0.41
9/05/2012,16:00,236.15,29.43,0.10,2.22,11.86,14.06,23.32,17.30,63.34,0.48,200.27,26.30,358.91,0.34
9/05/2012,17:00,405.90,41.73,0.17,12.89,25.38,38.29,9.38,35.38,31.68,0.48,43.56,24.38,354.45,0.59
9/05/2012,18:00,1207.12,69.44,0.28,82.83,28.36,111.69,0.02,60.19,34.09,1.66,6.46,18.98,346.65,0.48
9/05/2012,19:00,1252.85,78.63,0.47,98.58,24.27,123.47,-0.28,61.88,27.87,2.05,7.27,16.69,348.76,0.61
9/05/2012,20:00,1062.71,82.97,0.55,103.30,22.61,126.58,-0.26,76.37,77.23,2.23,7.86,15.33,2.09,0.29
9/05/2012,21:00,905.40,86.73,0.42,78.96,17.50,96.96,-0.34,34.00,24.60,1.89,8.37,14.30,356.93,0.63
9/05/2012,22:00,770.42,87.49,0.43,60.36,15.58,76.32,-0.27,23.68,39.91,1.46,8.24,13.64,348.26,0.53
9/05/2012,23:00,1027.93,91.69,0.44,77.73,12.84,91.07,-0.31,40.03,49.13,1.65,8.72,12.67,358.41,0.50
9/05/2012,24:00:00,811.93,93.37,0.41,71.86,11.75,84.09,-0.33,22.54,34.28,1.58,8.90,12.03,351.52,0.44
10/05/2012,1:00,975.71,94.57,0.50,93.03,12.01,105.66,-0.30,25.57,37.22,1.88,8.61,11.79,346.31,0.59
10/05/2012,2:00,,94.73,0.43,,,,,21.22,26.30,,9.43,11.52,356.46,0.63
10/05/2012,3:00,518.20,95.63,0.35,38.62,9.78,48.60,-0.03,16.82,22.11,0.53,8.79,11.06,350.56,0.67
10/05/2012,4:00,495.17,95.27,0.36,40.24,10.79,51.24,-0.28,23.60,12.33,0.69,9.60,11.20,346.79,1.12
10/05/2012,5:00,375.78,95.24,0.30,37.32,10.79,48.29,-0.28,14.01,56.99,0.50,9.08,10.73,328.03,0.58
10/05/2012,6:00,364.13,94.98,0.28,85.66,14.92,101.06,-0.26,16.64,41.90,1.05,8.78,11.00,318.96,0.67
10/05/2012,7:00,723.33,93.47,0.33,165.60,22.13,188.69,-0.22,25.87,34.84,2.31,13.56,11.19,321.15,0.57
10/05/2012,8:00,722.29,88.57,0.31,83.03,17.46,100.94,-0.03,32.06,39.50,1.79,105.97,12.37,304.07,0.51
10/05/2012,9:00,496.43,71.38,0.25,40.93,16.53,57.64,1.39,15.00,35.01,2.30,233.95,15.45,310.61,1.02
10/05/2012,10:00,332.10,60.10,0.17,21.71,14.73,36.50,4.80,20.54,32.23,3.62,71.17,17.97,305.08,1.08
10/05/2012,11:00,254.02,49.82,0.16,13.12,12.53,25.67,8.64,19.57,31.84,3.63,502.21,21.72,299.85,0.87
10/05/2012,12:00,200.56,36.21,0.12,5.54,8.24,13.77,17.33,8.40,36.61,2.29,628.10,25.20,304.74,0.84
10/05/2012,13:00,191.78,29.55,0.14,2.67,9.42,12.06,26.04,11.54,86.21,0.68,514.43,26.57,24.69,0.16
10/05/2012,14:00,214.07,28.25,0.13,2.74,10.84,13.54,29.73,15.00,48.33,0.44,452.27,26.83,105.38,0.62
10/05/2012,15:00,244.30,27.28,0.15,3.22,15.96,19.11,30.34,21.72,69.86,1.82,362.88,27.37,118.48,0.94
10/05/2012,16:00,293.73,36.89,0.17,5.55,20.98,26.47,21.38,35.49,17.62,8.12,190.78,24.52,126.88,2.72
10/05/2012,17:00,343.83,42.62,0.18,3.39,24.69,27.98,17.17,41.74,18.31,1.46,47.78,22.75,115.63,2.27
10/05/2012,18:00,551.84,54.61,0.21,8.19,37.00,45.05,5.15,49.25,16.10,2.03,5.86,20.70,108.24,1.28
10/05/2012,19:00,658.10,70.38,0.23,24.49,35.98,60.44,-0.16,25.93,21.82,2.19,6.09,17.37,91.14,0.62
10/05/2012,20:00,980.04,83.13,0.32,76.50,31.33,108.17,-0.22,27.53,56.31,2.01,7.59,15.17,303.21,0.20
10/05/2012,21:00,1237.59,87.35,0.46,105.48,29.74,135.75,-0.25,34.39,17.03,2.24,8.66,14.55,3.84,0.67
10/05/2012,22:00,1019.52,91.55,0.39,77.38,25.39,103.13,-0.31,24.13,14.62,1.49,8.74,13.74,1.17,0.61
10/05/2012,23:00,913.63,93.45,0.35,70.33,21.27,91.94,-0.32,18.60,12.23,1.23,8.91,13.12,358.73,0.74
10/05/2012,24:00:00,820.28,94.60,0.36,68.83,17.11,86.30,-0.34,17.80,35.54,1.07,9.26,12.37,343.99,0.59
11/05/2012,1:00,942.02,95.13,0.41,81.09,21.01,102.52,-0.29,23.25,36.75,1.22,8.69,12.39,340.59,0.51
11/05/2012,2:00,,95.11,0.38,,,,,19.55,30.00,,8.85,11.52,3.33,0.42
11/05/2012,3:00,545.57,95.90,0.34,37.21,14.49,51.84,-0.05,16.51,26.43,0.79,9.03,11.09,358.36,0.81
11/05/2012,4:00,358.43,95.25,0.29,10.54,16.60,27.03,-0.03,15.85,32.05,0.66,9.45,11.71,345.60,0.86
11/05/2012,5:00,310.47,91.44,0.25,12.52,16.06,28.49,-0.11,15.89,24.96,0.64,9.79,12.43,317.30,0.87
11/05/2012,6:00,248.98,85.98,0.19,5.70,16.41,21.96,0.41,13.87,47.50,0.39,8.72,12.78,297.50,0.43
11/05/2012,7:00,427.96,86.71,0.21,37.29,16.83,54.23,-0.24,14.62,40.00,0.87,13.58,12.46,303.77,0.41
11/05/2012,8:00,434.10,83.37,0.20,32.77,15.68,48.53,0.28,15.57,40.77,0.74,100.95,12.70,299.70,0.66
11/05/2012,9:00,384.91,68.03,0.15,25.68,15.61,41.32,1.64,14.29,45.90,0.82,160.07,15.39,317.15,0.91
