Timestamp,m/z 29,m/z 31,m/z 33,m/z 41,m/z 42,m/z 43,m/z 45,m/z 47,m/z 57,m/z 58,m/z 59,m/z 60,m/z 61,m/z 62,m/z 63,m/z 65,m/z 67,m/z 69,m/z 71,m/z 73,m/z 79,m/z 80,m/z 81,m/z 82,m/z 83,m/z 85,m/z 91,m/z 93,m/z 94,m/z 95,m/z 97,m/z 105,m/z 106,m/z 107,m/z 108,m/z 109,m/z 113,m/z 115,m/z 117,m/z 119,m/z 121,m/z 122,m/z 129,m/z 133,m/z 135,m/z 136,m/z 137,m/z 138,m/z 147,m/z 149,m/z 153,m/z 155
21/04/2012 15:00,<mdl,2.330,4.853,0.372,0.138,3.580,1.034,0.445,0.417,0.023,1.673,0.078,1.674,0.027,0.025,0.019,0.016,0.457,0.310,0.347,0.367,0.023,0.155,0.005,0.098,0.069,0.031,2.630,0.208,0.057,0.083,0.026,0.005,1.157,0.126,0.063,0.126,0.226,0.089,0.102,0.337,0.036,0.040,0.017,0.076,0.014,0.101,0.007,0.026,0.101,0.045,8.864
21/04/2012 16:00,<mdl,2.074,5.393,0.734,0.174,4.915,1.158,0.484,0.713,0.039,1.582,0.073,1.439,0.032,0.037,0.024,0.024,0.507,0.344,0.384,0.492,0.035,0.175,0.006,0.109,0.083,0.043,4.332,0.361,0.078,0.100,0.043,0.014,2.195,0.223,0.070,0.120,0.204,0.108,0.108,0.461,0.064,0.035,0.027,0.110,0.017,0.118,0.014,0.029,0.124,0.047,5.560
21/04/2012 17:00,<mdl,1.661,37.014,1.484,0.212,3.181,0.976,0.534,2.432,0.087,1.710,0.072,1.100,0.049,0.023,0.020,0.019,0.498,0.268,0.317,0.424,0.023,0.264,0.009,0.125,0.077,0.047,1.755,0.129,0.087,0.102,0.060,0.008,1.035,0.113,0.048,0.091,0.199,0.091,0.118,0.474,0.055,0.067,0.025,0.147,0.029,0.187,0.022,0.048,0.096,0.090,7.720
21/04/2012 18:00,<mdl,1.842,21.210,1.378,0.208,4.608,1.019,0.504,2.674,0.102,1.878,0.082,1.089,0.051,0.021,0.023,0.023,0.534,0.295,0.351,0.522,0.027,0.320,0.017,0.136,0.096,0.038,1.875,0.160,0.102,0.110,0.072,0.012,1.300,0.131,0.060,0.073,0.222,0.103,0.124,0.594,0.067,0.086,0.051,0.207,0.033,0.274,0.026,0.046,0.160,0.166,9.994
21/04/2012 19:00,<mdl,1.083,5.596,2.379,0.675,4.876,1.029,0.456,5.883,0.268,2.082,0.084,0.959,0.046,0.033,0.017,0.024,0.517,0.272,0.362,0.515,0.032,0.426,0.018,0.156,0.105,0.037,1.970,0.157,0.101,0.100,0.081,0.014,1.300,0.128,0.064,0.065,0.177,0.098,0.132,0.649,0.083,0.080,0.059,0.247,0.034,0.371,0.029,0.052,0.210,0.161,12.644
21/04/2012 20:00,<mdl,0.884,8.271,2.060,0.272,4.450,0.873,0.351,4.823,0.194,2.236,0.092,0.798,0.063,0.055,0.015,0.054,0.725,0.321,0.414,0.873,0.060,0.784,0.031,0.218,0.148,0.049,2.998,0.250,0.159,0.159,0.159,0.021,2.103,0.212,0.089,0.060,0.230,0.112,0.178,1.005,0.138,0.105,0.091,0.382,0.066,0.772,0.065,0.121,0.335,0.322,16.558
21/04/2012 21:00,<mdl,0.782,5.852,2.495,0.290,4.729,0.779,0.371,9.031,0.405,2.161,0.088,0.765,0.082,0.075,0.015,0.078,0.826,0.411,0.386,1.163,0.080,1.008,0.045,0.255,0.157,0.071,4.570,0.349,0.206,0.144,0.213,0.029,3.051,0.302,0.116,0.050,0.207,0.114,0.198,1.445,0.173,0.149,0.099,0.473,0.080,0.974,0.081,0.140,0.331,0.550,16.745
21/04/2012 22:00,<mdl,0.389,3.593,2.106,0.263,3.992,0.513,0.209,6.676,0.282,1.909,0.075,0.400,0.081,0.081,0.008,0.070,0.832,0.377,0.293,1.096,0.066,1.095,0.048,0.240,0.153,0.077,4.735,0.401,0.184,0.145,0.184,0.031,3.063,0.304,0.102,0.043,0.127,0.115,0.198,1.422,0.180,0.144,0.095,0.490,0.080,1.077,0.097,0.170,0.457,0.247,14.077
21/04/2012 23:00,<mdl,0.233,2.771,1.477,0.235,4.484,0.425,0.241,2.151,0.094,1.824,0.072,0.400,0.091,0.073,0.015,0.084,0.853,0.366,0.297,1.191,0.067,1.229,0.051,0.250,0.148,0.073,4.571,0.370,0.208,0.154,0.204,0.028,3.002,0.311,0.114,0.041,0.115,0.114,0.217,1.523,0.189,0.142,0.098,0.515,0.083,1.229,0.114,0.177,0.464,0.570,13.036
22/04/2012 1:00,<mdl,0.305,3.950,1.818,0.250,4.479,0.569,0.474,4.661,0.192,2.123,0.082,0.519,0.175,0.090,0.019,0.079,0.832,0.383,0.410,1.217,0.078,1.433,0.063,0.299,0.169,0.082,4.599,0.367,0.200,0.172,0.232,0.032,3.074,0.336,0.113,0.049,0.156,0.111,0.197,1.682,0.187,0.164,0.112,0.634,0.097,1.360,0.138,0.256,0.471,0.505,13.361
22/04/2012 2:00,<mdl,0.476,5.084,1.790,0.257,4.345,0.737,0.650,4.337,0.185,2.458,0.096,0.513,0.118,0.058,0.021,0.069,0.825,0.422,0.490,1.115,0.067,1.194,0.050,0.266,0.166,0.086,3.973,0.340,0.178,0.186,0.205,0.030,2.721,0.261,0.108,0.047,0.204,0.111,0.181,1.441,0.178,0.151,0.102,0.517,0.086,1.085,0.105,0.204,0.508,0.251,14.662
22/04/2012 3:00,<mdl,0.652,5.077,1.097,0.209,3.283,0.772,0.950,2.619,0.116,2.227,0.089,0.424,0.091,0.025,0.015,0.031,0.595,0.339,0.419,0.735,0.049,0.830,0.033,0.201,0.137,0.121,2.508,0.214,0.134,0.146,0.124,0.017,1.708,0.180,0.080,0.044,0.141,0.091,0.149,0.997,0.116,0.112,0.065,0.331,0.069,0.769,0.067,0.125,0.296,0.210,11.501
22/04/2012 4:00,<mdl,0.759,5.007,1.163,0.249,2.651,0.753,0.736,3.330,0.138,2.247,0.091,0.446,0.060,0.019,0.014,0.028,0.483,0.248,0.603,0.561,0.032,0.615,0.030,0.165,0.128,0.063,1.919,0.165,0.102,0.130,0.088,0.017,1.209,0.125,0.076,0.040,0.119,0.091,0.123,0.678,0.093,0.100,0.040,0.257,0.058,0.603,0.047,0.078,0.231,0.140,10.794
22/04/2012 5:00,<mdl,0.458,5.137,1.044,0.370,2.722,0.735,0.451,3.101,0.119,2.219,0.096,0.506,0.063,0.009,0.013,0.020,0.452,0.266,0.558,0.485,0.034,0.541,0.029,0.134,0.110,0.046,1.751,0.158,0.094,0.134,0.101,0.013,1.085,0.109,0.074,0.052,0.173,0.099,0.115,0.620,0.076,0.090,0.034,0.244,0.056,0.493,0.045,0.104,0.213,0.137,12.326
22/04/2012 6:00,<mdl,0.580,3.936,0.913,0.232,1.878,0.581,0.420,2.451,0.103,1.918,0.072,0.369,0.056,0.010,0.016,0.015,0.408,0.223,0.334,0.388,0.033,0.486,0.022,0.113,0.076,0.032,1.383,0.112,0.062,0.080,0.077,0.015,0.876,0.094,0.057,0.033,0.115,0.076,0.111,0.487,0.059,0.068,0.028,0.210,0.034,0.426,0.035,0.072,0.158,0.121,7.833
22/04/2012 7:00,<mdl,0.330,2.747,0.510,0.126,0.893,0.352,0.359,1.287,0.053,1.329,0.053,0.203,0.033,<mdl,<mdl,0.013,0.329,0.138,0.160,0.196,0.016,0.398,0.019,0.078,0.046,0.015,0.571,0.052,0.038,0.049,0.033,0.004,0.336,0.035,0.044,0.028,0.113,0.091,0.089,0.172,0.025,0.035,0.018,0.085,0.021,0.341,0.034,0.017,0.099,0.094,3.938
22/04/2012 8:00,<mdl,0.536,2.277,0.443,0.125,0.897,0.320,0.425,2.416,0.109,1.198,0.057,0.249,0.020,<mdl,0.006,0.013,0.285,0.133,0.158,0.159,0.011,0.257,0.011,0.074,0.045,0.016,0.466,0.040,0.032,0.036,0.028,0.004,0.270,0.028,0.030,0.031,0.122,0.079,0.084,0.160,0.018,0.038,0.018,0.076,0.016,0.251,0.024,0.011,0.033,0.081,5.907
22/04/2012 9:00,<mdl,0.563,2.997,1.417,0.175,5.384,0.455,0.661,2.083,0.080,1.256,0.058,0.576,0.019,<mdl,0.011,0.010,0.352,0.178,0.194,0.134,0.009,0.181,0.006,0.069,0.045,0.013,0.445,0.034,0.042,0.036,0.020,0.003,0.245,0.031,0.042,0.040,0.116,0.082,0.084,0.146,0.014,0.044,0.015,0.072,0.014,0.194,0.017,0.014,0.053,0.068,5.295
22/04/2012 10:00,<mdl,1.377,4.187,1.000,0.157,2.884,0.718,0.889,2.795,0.112,1.641,0.082,1.040,0.025,<mdl,0.016,0.018,0.730,0.421,0.314,0.157,0.012,0.199,0.009,0.088,0.062,0.013,0.532,0.043,0.072,0.056,0.026,0.004,0.339,0.036,0.040,0.070,0.226,0.090,0.091,0.173,0.018,0.054,0.016,0.075,0.012,0.123,0.014,<mdl,0.049,0.075,11.224
22/04/2012 11:00,<mdl,1.540,4.693,0.557,0.142,3.465,0.918,1.194,1.232,0.073,1.688,0.089,1.605,0.026,0.028,0.027,0.010,0.860,0.716,0.436,0.172,0.013,0.255,0.006,0.118,0.081,0.015,0.588,0.055,0.092,0.072,0.021,0.009,0.282,0.034,0.043,0.093,0.082,0.118,0.094,0.162,0.018,0.034,0.019,0.080,0.015,0.121,0.023,0.021,0.046,0.064,20.593
23/04/2012 18:00,<mdl,0.514,5.174,0.389,0.135,1.250,0.422,0.381,1.271,0.041,1.312,0.062,0.420,0.023,<mdl,0.009,0.018,0.348,0.218,0.126,0.181,0.016,0.184,0.011,0.042,0.055,0.016,0.594,0.054,0.048,0.051,0.020,0.005,0.376,0.039,0.025,0.044,0.055,0.095,0.099,0.189,0.027,0.047,0.017,0.048,0.012,0.126,0.009,0.024,0.058,0.044,4.242
23/04/2012 19:00,<mdl,0.374,5.324,0.803,0.194,4.741,0.331,0.471,0.585,0.024,1.226,0.049,0.361,0.027,<mdl,0.008,0.016,0.297,0.182,0.116,0.141,0.008,0.174,0.007,0.052,0.026,0.010,0.369,0.033,0.033,0.044,0.020,0.004,0.283,0.021,0.033,0.030,0.069,0.078,0.095,0.158,0.017,0.023,0.021,0.076,0.014,0.151,0.014,0.025,0.046,0.044,7.562
23/04/2012 20:00,<mdl,0.285,5.695,0.360,0.158,1.241,0.326,0.440,0.792,0.043,1.272,0.049,0.346,0.011,<mdl,0.006,0.011,0.296,0.130,0.111,0.105,0.005,0.140,0.006,0.052,0.025,0.011,0.355,0.024,0.031,0.029,0.025,0.003,0.250,0.029,0.035,0.013,0.095,0.073,0.069,0.142,0.011,0.016,0.012,0.062,0.009,0.152,0.011,0.016,0.041,0.063,<mdl
23/04/2012 21:00,<mdl,0.542,5.368,0.518,0.159,0.967,0.270,0.368,1.254,0.070,1.266,0.053,0.358,0.016,<mdl,0.011,0.010,0.243,0.169,0.120,0.102,0.004,0.206,0.011,0.044,0.031,0.010,0.373,0.027,0.023,0.037,0.030,0.005,0.244,0.026,0.025,0.020,0.026,0.072,0.094,0.139,0.016,0.016,0.009,0.061,0.011,0.169,0.023,<mdl,0.039,0.067,<mdl
23/04/2012 22:00,<mdl,0.916,5.172,0.268,0.122,0.833,0.258,0.230,1.538,0.076,1.225,0.057,0.312,0.021,<mdl,0.005,0.007,0.256,0.115,0.102,0.097,<mdl,0.232,0.014,0.048,0.016,0.009,0.321,0.032,0.029,0.029,0.035,<mdl,0.223,0.022,0.029,0.011,0.033,0.086,0.071,0.119,0.013,0.020,0.008,0.053,<mdl,0.216,0.011,0.009,0.026,0.040,6.115
24/04/2012 5:00,0.230,<mdl,2.745,1.551,0.367,2.793,0.274,0.171,3.867,0.157,1.823,0.074,0.219,0.074,0.018,0.012,0.041,0.409,0.302,0.273,0.513,0.033,0.707,0.033,0.145,0.092,0.043,2.508,0.213,0.117,0.076,0.107,0.019,1.487,0.150,0.063,0.017,0.036,0.087,0.129,0.728,0.102,0.064,0.057,0.267,0.039,0.634,0.055,0.134,0.238,0.144,12.024
24/04/2012 6:00,<mdl,0.220,2.964,0.952,0.224,2.091,0.291,0.348,1.896,0.073,1.442,0.061,0.127,0.067,0.018,0.010,0.037,0.368,0.215,0.202,0.575,0.035,0.600,0.028,0.133,0.077,0.036,2.086,0.179,0.110,0.079,0.124,0.011,1.344,0.127,0.063,0.011,0.067,0.092,0.130,0.655,0.085,0.071,0.070,0.254,0.030,0.516,0.037,0.162,0.251,0.184,6.003
24/04/2012 7:00,<mdl,0.395,3.648,0.967,0.184,2.317,0.365,0.444,2.994,0.126,1.767,0.073,0.437,0.053,0.020,0.008,0.036,0.400,0.162,0.424,0.422,0.025,0.390,0.019,0.092,0.047,0.026,2.143,0.177,0.061,0.056,0.066,0.017,1.027,0.091,0.052,0.024,0.051,0.095,0.102,0.472,0.068,0.042,0.044,0.165,0.038,0.336,0.032,0.063,0.068,0.098,9.216
24/04/2012 8:00,<mdl,0.949,4.911,0.744,0.155,3.021,0.597,0.575,2.136,0.094,1.642,0.079,1.402,0.046,<mdl,0.022,0.026,0.654,0.216,0.895,0.357,0.016,0.285,0.011,0.088,0.051,0.039,1.926,0.167,0.069,0.062,0.073,0.008,1.028,0.102,0.055,0.037,0.072,0.093,0.105,0.396,0.045,0.047,0.047,0.157,0.019,0.219,0.025,0.044,0.162,0.079,6.726
24/04/2012 9:00,<mdl,1.651,5.622,0.650,0.149,3.678,0.886,0.631,1.787,0.080,1.860,0.072,1.830,0.029,0.012,0.015,0.025,0.712,0.304,0.836,0.349,0.024,0.294,0.009,0.098,0.074,0.040,1.531,0.123,0.078,0.096,0.079,0.011,1.043,0.111,0.062,0.092,0.116,0.104,0.111,0.581,0.077,0.067,0.039,0.239,0.033,0.212,0.020,0.054,0.113,0.068,7.889
24/04/2012 10:00,<mdl,1.272,6.728,1.007,0.157,2.768,0.815,0.617,1.578,0.075,1.456,0.068,1.486,0.043,0.014,0.020,0.012,0.710,0.441,0.345,0.170,0.007,0.178,0.013,0.087,0.043,0.019,0.672,0.053,0.060,0.051,0.045,0.004,0.433,0.055,0.046,0.061,0.162,0.096,0.091,0.243,0.029,0.044,0.036,0.126,0.016,0.168,0.016,0.020,0.058,0.064,6.850
24/04/2012 11:00,<mdl,1.817,9.121,0.440,0.138,2.895,0.705,0.626,0.935,0.070,1.658,0.088,1.725,0.032,0.013,0.020,0.009,0.708,0.490,0.256,0.103,0.005,0.156,0.011,0.056,0.058,0.011,0.310,0.027,0.041,0.035,0.014,0.006,0.230,0.024,0.027,0.057,0.112,0.088,0.083,0.131,0.012,0.026,0.017,0.040,0.006,0.199,0.023,0.008,0.049,0.053,9.194
24/04/2012 12:00,<mdl,1.830,7.318,0.332,0.138,2.903,0.656,0.604,0.499,0.016,1.341,0.045,1.536,0.037,0.028,0.023,0.015,0.762,0.899,0.172,0.107,0.009,0.142,0.006,0.097,0.034,<mdl,0.366,0.024,0.045,0.053,0.022,0.005,0.299,0.047,0.029,0.080,0.108,0.083,0.085,0.307,0.029,0.043,0.014,0.067,0.013,0.101,0.005,<mdl,0.112,<mdl,<mdl
24/04/2012 13:00,<mdl,1.323,6.639,0.416,0.155,2.453,0.645,0.411,0.842,0.038,1.300,0.058,1.520,0.026,0.013,0.008,0.022,0.753,0.436,0.275,0.144,0.007,0.235,0.007,0.074,0.048,0.019,0.754,0.055,0.046,0.048,0.032,0.004,0.358,0.037,0.042,0.060,0.198,0.097,0.090,0.238,0.035,0.030,0.018,0.087,0.015,0.135,0.013,0.018,0.061,0.047,<mdl
24/04/2012 14:00,0.640,0.887,4.107,0.330,0.118,1.226,0.353,0.181,0.509,0.029,1.199,0.053,0.724,0.015,<mdl,0.007,0.012,0.351,0.127,0.212,0.087,<mdl,0.165,0.007,0.056,0.020,0.010,0.401,0.030,0.024,0.029,0.028,0.005,0.269,0.024,0.022,0.023,0.066,0.076,0.075,0.134,0.015,0.013,0.009,0.039,0.006,0.085,0.008,<mdl,0.037,0.014,<mdl
24/04/2012 15:00,0.799,0.774,3.780,0.351,0.102,1.106,0.333,0.065,1.053,0.066,1.390,0.059,0.731,0.011,<mdl,0.005,0.011,0.222,0.134,0.327,0.099,0.005,0.166,0.008,0.042,0.020,0.010,0.442,0.037,0.024,0.028,0.027,0.002,0.326,0.030,0.017,0.017,0.046,0.078,0.084,0.158,0.016,0.011,0.012,0.053,0.005,0.087,0.009,<mdl,0.018,0.009,2.209
24/04/2012 16:00,0.966,0.819,3.397,0.384,0.134,0.943,0.239,<mdl,0.803,0.043,1.152,0.060,0.458,0.010,<mdl,0.003,0.009,0.231,0.087,0.150,0.102,0.005,0.144,0.007,0.043,0.020,0.007,0.405,0.036,0.019,0.028,0.017,0.002,0.269,0.034,0.018,0.011,0.027,0.085,0.085,0.141,0.015,0.013,0.013,0.040,0.010,0.068,0.008,0.009,<mdl,0.018,<mdl
24/04/2012 17:00,0.648,1.206,3.345,0.387,0.090,0.904,0.310,<mdl,0.783,0.038,0.950,0.043,0.359,0.012,<mdl,<mdl,0.014,0.150,0.082,0.075,0.208,0.008,0.168,0.004,0.043,0.024,0.013,0.573,0.055,0.026,0.032,0.036,0.004,0.400,0.039,0.015,0.018,<mdl,0.069,0.083,0.220,0.024,0.019,0.014,0.063,0.008,0.109,0.010,0.012,0.039,<mdl,<mdl
24/04/2012 18:00,1.080,1.441,4.091,0.704,0.127,1.933,0.523,0.102,1.519,0.064,0.624,0.029,0.606,0.030,0.012,0.006,0.024,0.214,0.166,0.142,0.375,0.030,0.232,0.013,0.077,0.061,0.028,1.153,0.109,0.051,0.067,0.054,0.006,0.797,0.090,0.036,0.022,0.059,0.082,0.124,0.437,0.047,0.026,0.031,0.142,0.021,0.132,0.014,0.021,0.090,0.015,3.369
24/04/2012 19:00,0.793,1.732,5.156,2.764,0.309,8.873,0.737,0.186,2.495,0.113,1.348,0.061,1.027,0.038,<mdl,0.009,0.023,0.224,0.170,0.411,0.364,0.020,0.302,0.010,0.095,0.069,0.024,1.203,0.098,0.078,0.100,0.056,0.009,0.868,0.094,0.040,0.026,0.050,0.093,0.102,0.398,0.057,0.046,0.033,0.144,0.016,0.198,0.017,0.032,0.097,0.026,<mdl
24/04/2012 20:00,0.850,1.368,5.018,2.029,0.203,5.553,0.728,0.239,2.070,0.081,1.523,0.064,0.941,0.078,<mdl,0.008,0.018,0.187,0.134,0.532,0.211,0.018,0.283,0.014,0.074,0.053,0.024,0.738,0.061,0.056,0.095,0.047,0.008,0.526,0.050,0.032,0.030,0.076,0.093,0.099,0.281,0.036,0.036,0.026,0.123,0.014,0.182,0.017,0.020,0.067,0.040,<mdl
24/04/2012 21:00,0.775,1.461,5.153,0.771,0.125,2.468,0.675,0.223,1.455,0.065,1.488,0.059,1.108,0.042,<mdl,0.008,0.021,0.189,0.163,0.656,0.295,0.015,0.275,0.011,0.080,0.069,0.027,0.936,0.080,0.056,0.113,0.061,0.010,0.664,0.070,0.038,0.033,0.083,0.076,0.100,0.357,0.040,0.046,0.030,0.114,0.017,0.176,0.019,0.039,0.088,0.025,3.743
24/04/2012 22:00,0.713,1.502,5.238,0.791,0.144,2.710,0.846,0.215,1.511,0.062,1.244,0.051,1.125,0.043,<mdl,0.011,0.028,0.229,0.145,0.321,0.343,0.022,0.283,0.012,0.109,0.083,0.036,1.218,0.100,0.062,0.148,0.078,0.009,0.919,0.100,0.045,0.040,0.076,0.085,0.113,0.465,0.059,0.033,0.037,0.155,0.021,0.179,0.013,0.072,0.116,0.036,<mdl
24/04/2012 23:00,0.773,1.288,4.101,0.638,0.111,1.375,0.516,0.091,1.526,0.060,1.001,0.044,0.703,0.022,<mdl,0.003,0.007,0.115,0.088,0.212,0.146,0.011,0.147,0.005,0.057,0.043,0.020,0.509,0.043,0.023,0.070,0.028,0.005,0.348,0.039,0.022,0.024,<mdl,0.081,0.083,0.192,0.026,0.019,0.014,0.058,0.008,0.094,0.010,0.013,0.042,0.019,<mdl
25/04/2012 1:00,1.129,0.702,3.710,0.374,0.097,1.088,0.325,0.060,0.592,0.026,0.629,0.024,0.600,0.013,<mdl,<mdl,0.007,0.103,0.046,0.159,0.084,0.005,0.115,0.003,0.041,0.031,0.009,0.293,0.027,0.021,0.059,0.013,0.002,0.183,0.026,0.019,0.009,<mdl,0.066,0.085,0.127,0.017,0.006,0.006,0.048,<mdl,0.070,0.009,<mdl,0.041,0.013,<mdl
25/04/2012 2:00,0.987,0.865,4.727,0.324,0.105,1.560,0.474,0.071,0.558,0.026,0.640,0.026,0.906,0.022,<mdl,0.007,0.010,0.135,0.081,0.181,0.207,0.015,0.163,0.007,0.070,0.055,0.021,0.731,0.064,0.046,0.091,0.027,0.002,0.387,0.048,0.034,0.020,0.067,0.085,0.087,0.193,0.024,0.022,0.019,0.077,0.007,0.098,0.010,0.025,0.051,0.017,<mdl
25/04/2012 3:00,0.738,0.997,5.177,0.485,0.115,1.947,0.639,0.154,1.220,0.066,0.697,0.035,1.061,0.032,0.011,0.009,0.008,0.185,0.107,0.171,0.213,0.015,0.256,0.008,0.086,0.058,0.027,0.824,0.072,0.062,0.114,0.029,0.004,0.422,0.045,0.044,0.030,0.073,0.096,0.074,0.231,0.029,0.030,0.018,0.086,0.014,0.191,0.016,0.034,0.078,0.050,<mdl
25/04/2012 4:00,0.697,0.421,3.572,0.392,0.097,1.029,0.418,0.079,0.438,0.019,0.492,0.019,0.550,0.014,0.016,0.009,0.008,0.110,0.071,0.089,0.098,0.007,0.171,0.006,0.045,0.041,0.014,0.388,0.036,0.022,0.058,0.016,0.005,0.281,0.039,0.019,0.017,<mdl,0.082,0.079,0.143,0.016,0.018,0.011,0.054,0.006,0.104,0.012,0.011,<mdl,0.035,<mdl
25/04/2012 5:00,0.796,0.353,3.438,0.162,0.077,0.803,0.338,0.045,0.276,0.017,0.498,0.029,0.434,0.011,0.008,0.008,0.007,0.101,0.048,0.096,0.082,0.005,0.164,0.008,0.050,0.030,0.005,0.421,0.035,0.023,0.046,0.013,0.002,0.271,0.026,0.018,0.008,<mdl,0.078,0.079,0.136,0.014,<mdl,0.014,0.041,<mdl,0.116,0.011,<mdl,0.035,0.019,<mdl
25/04/2012 6:00,0.667,0.337,3.332,0.198,0.076,0.696,0.231,<mdl,0.589,0.025,0.468,0.022,0.362,0.011,<mdl,0.008,0.005,0.092,0.042,0.072,0.081,0.008,0.142,0.005,0.036,0.025,0.011,0.390,0.034,0.021,0.041,0.015,0.002,0.258,0.030,0.023,0.009,0.042,0.074,0.078,0.131,0.013,0.006,0.011,0.044,0.006,0.120,0.012,<mdl,0.024,0.023,<mdl
25/04/2012 7:00,1.078,0.647,2.536,0.320,0.103,0.775,0.222,<mdl,0.978,0.047,0.435,0.018,0.343,0.013,<mdl,0.005,0.006,0.081,0.045,0.102,0.088,0.005,0.140,0.007,0.035,0.017,0.013,0.353,0.031,0.021,0.029,0.016,0.002,0.218,0.026,0.010,0.008,0.031,0.081,0.083,0.126,0.013,0.006,0.009,0.042,<mdl,0.097,0.012,0.010,0.024,0.013,<mdl
25/04/2012 8:00,0.637,0.438,2.727,0.280,0.083,0.608,0.251,<mdl,0.963,0.036,0.403,0.020,0.302,0.007,<mdl,<mdl,0.005,0.114,0.037,0.074,0.063,0.004,0.117,0.004,0.036,0.016,0.008,0.231,0.020,0.009,0.037,0.013,<mdl,0.190,0.017,0.013,<mdl,<mdl,0.080,0.073,0.094,0.012,<mdl,0.007,0.027,<mdl,0.079,0.011,<mdl,0.032,0.017,<mdl
25/04/2012 9:00,0.608,0.536,2.508,0.302,0.073,0.548,0.196,0.076,1.170,0.050,0.496,0.020,0.282,0.006,<mdl,0.003,0.004,0.127,0.048,0.052,0.059,0.003,0.099,0.005,0.028,0.020,0.004,0.167,0.016,0.013,0.015,0.004,<mdl,0.119,0.013,0.017,0.010,<mdl,0.086,0.081,0.070,0.011,<mdl,0.004,0.015,<mdl,0.057,0.006,<mdl,<mdl,<mdl,<mdl
25/04/2012 10:00,0.837,0.605,2.458,1.058,0.082,2.979,0.313,0.139,0.982,0.050,0.593,0.026,0.353,0.009,<mdl,0.007,0.004,0.225,0.082,0.054,0.055,0.005,0.097,0.003,0.027,0.018,<mdl,0.168,0.018,0.010,0.016,0.008,<mdl,0.135,0.015,0.008,0.015,0.029,0.067,0.070,0.076,0.009,0.007,<mdl,0.017,<mdl,0.049,0.004,<mdl,0.024,<mdl,<mdl
25/04/2012 11:00,0.446,0.925,2.728,0.997,0.208,2.586,0.371,0.157,1.258,0.053,0.619,0.030,0.429,0.007,<mdl,0.006,0.008,0.286,0.132,0.063,0.049,<mdl,0.096,0.003,0.029,0.016,0.007,0.160,0.016,0.028,0.028,0.008,0.002,0.145,0.015,0.013,0.013,0.034,0.080,0.067,0.071,0.011,<mdl,0.004,0.020,<mdl,0.038,0.004,<mdl,0.043,<mdl,<mdl
25/04/2012 12:00,0.531,1.025,3.081,0.527,0.096,0.916,0.384,0.212,1.395,0.065,0.585,0.030,0.489,0.012,<mdl,0.007,0.006,0.308,0.187,0.074,0.041,0.004,0.110,0.003,0.027,0.027,0.004,0.140,0.013,0.017,0.025,0.007,<mdl,0.105,0.011,0.016,0.012,0.045,0.096,0.071,0.073,0.006,<mdl,0.005,0.021,<mdl,0.050,0.004,<mdl,0.031,<mdl,<mdl
25/04/2012 13:00,0.630,0.817,2.385,0.573,0.084,0.662,0.320,0.186,1.239,0.054,0.517,0.025,0.366,0.006,<mdl,0.003,0.008,0.322,0.161,0.054,0.050,0.003,0.092,0.004,0.035,0.020,<mdl,0.185,0.013,0.015,0.016,0.010,<mdl,0.145,0.015,0.009,0.014,0.033,0.080,0.072,0.093,0.008,<mdl,0.005,0.017,<mdl,0.058,0.004,<mdl,<mdl,<mdl,<mdl
25/04/2012 14:00,0.702,0.639,2.543,0.252,0.071,0.551,0.259,0.145,1.028,0.037,0.462,0.024,0.296,0.005,<mdl,0.007,0.004,0.312,0.117,0.046,0.038,0.004,0.096,0.002,0.030,0.013,<mdl,0.119,0.007,0.009,0.022,0.007,<mdl,0.083,0.012,0.011,<mdl,<mdl,0.066,0.076,0.056,0.008,<mdl,<mdl,0.011,<mdl,0.041,0.006,<mdl,0.020,0.009,<mdl
25/04/2012 15:00,0.457,0.296,2.974,0.308,0.082,0.536,0.237,0.134,1.757,0.066,0.537,0.023,0.316,0.008,0.013,0.005,0.007,0.324,0.115,0.047,0.035,0.004,0.094,0.001,0.032,0.011,0.007,0.104,0.009,0.008,0.022,0.006,<mdl,0.084,0.010,0.018,0.010,<mdl,0.079,0.069,0.058,0.004,<mdl,0.004,0.023,<mdl,0.054,0.006,<mdl,<mdl,<mdl,<mdl
25/04/2012 16:00,0.610,0.875,3.591,0.427,0.089,0.902,0.327,0.266,1.311,0.048,0.451,0.023,0.422,0.014,<mdl,0.010,0.003,0.274,0.091,0.085,0.066,0.002,0.092,0.003,0.032,0.020,0.007,0.164,0.014,0.016,0.023,0.012,0.002,0.155,0.024,0.020,0.011,<mdl,0.088,0.080,0.079,0.006,<mdl,0.007,0.025,<mdl,0.060,0.004,<mdl,0.027,0.012,<mdl
25/04/2012 17:00,0.745,0.962,3.312,0.531,0.096,0.767,0.217,0.116,1.890,0.103,0.743,0.035,0.505,0.016,<mdl,0.008,0.011,0.131,0.063,0.072,0.078,0.003,0.120,0.009,0.042,0.032,0.005,0.232,0.016,0.016,0.054,0.011,<mdl,0.164,0.016,0.013,0.011,<mdl,0.068,0.075,0.092,0.010,<mdl,0.011,0.033,<mdl,0.064,0.009,<mdl,<mdl,<mdl,<mdl
