Timestamp,m/z 29,m/z 31,m/z 33,m/z 41,m/z 42,m/z 43,m/z 45,m/z 47,m/z 57,m/z 58,m/z 59,m/z 60,m/z 61,m/z 62,m/z 63,m/z 65,m/z 67,m/z 69,m/z 71,m/z 73,m/z 79,m/z 80,m/z 81,m/z 82,m/z 83,m/z 85,m/z 91,m/z 93,m/z 94,m/z 95,m/z 97,m/z 105,m/z 106,m/z 107,m/z 108,m/z 109,m/z 113,m/z 115,m/z 117,m/z 119,m/z 121,m/z 122,m/z 129,m/z 133,m/z 135,m/z 136,m/z 137,m/z 138,m/z 147,m/z 149,m/z 153,m/z 155
MDL,0.167,0.212,0.159,0.008,0.005,0.066,0.024,0.041,0.013,0.002,0.013,0.005,0.040,0.004,0.008,0.003,0.002,0.014,0.006,0.008,0.003,0.002,0.006,0.001,0.005,0.006,0.004,0.003,0.002,0.004,0.005,0.002,0.001,0.003,0.003,0.005,0.008,0.024,0.004,0.004,0.003,0.002,0.005,0.002,0.004,0.003,0.006,0.002,0.007,0.014,0.008,2.192
15/04/2012 14:00,0.564,5.060,8.380,0.420,0.144,4.733,1.643,0.791,0.417,0.026,2.143,0.095,2.649,0.046,<mdl,0.012,0.021,0.635,0.544,0.468,0.257,0.015,0.185,0.006,0.133,0.103,0.023,0.530,0.047,0.058,0.088,0.023,0.002,0.370,0.040,0.080,0.158,0.266,0.085,0.081,0.202,0.023,0.049,0.013,0.070,0.015,0.098,0.006,0.021,0.068,0.029,6.024
15/04/2012 15:00,0.368,4.199,7.369,0.417,0.147,4.384,1.368,0.782,0.489,0.028,1.874,0.092,2.378,0.041,<mdl,0.020,0.023,0.734,0.528,0.401,0.238,0.013,0.203,0.006,0.122,0.085,0.025,0.594,0.057,0.070,0.086,0.025,0.002,0.465,0.048,0.057,0.128,0.207,0.082,0.101,0.254,0.029,0.034,0.023,0.084,0.014,0.104,0.009,0.018,0.101,0.033,8.399
15/04/2012 16:00,0.209,2.895,6.269,0.350,0.128,4.099,1.004,0.806,0.416,0.022,1.785,0.085,2.311,0.034,<mdl,0.031,0.018,0.549,0.331,0.354,0.197,0.013,0.161,0.003,0.121,0.084,0.024,0.503,0.045,0.072,0.076,0.025,0.003,0.386,0.036,0.059,0.123,0.218,0.079,0.091,0.227,0.024,0.029,0.011,0.065,0.018,0.101,0.006,0.020,0.085,0.057,6.655
15/04/2012 17:00,<mdl,2.834,8.378,0.509,0.164,4.785,1.319,0.906,0.663,0.031,2.299,0.103,2.278,0.054,0.017,0.021,0.028,0.602,0.346,0.434,0.358,0.026,0.246,0.014,0.161,0.112,0.040,1.012,0.081,0.080,0.096,0.039,0.009,0.739,0.069,0.067,0.132,0.301,0.103,0.097,0.428,0.048,0.062,0.032,0.140,0.027,0.166,0.013,0.019,0.141,0.071,8.999
15/04/2012 18:00,<mdl,3.117,9.005,0.643,0.167,4.621,1.387,0.827,1.001,0.043,2.360,0.113,2.038,0.050,<mdl,0.016,0.027,0.548,0.335,0.431,0.434,0.025,0.228,0.007,0.188,0.121,0.040,1.176,0.093,0.093,0.124,0.053,0.011,0.807,0.086,0.062,0.132,0.341,0.093,0.100,0.495,0.060,0.080,0.030,0.173,0.028,0.143,0.015,0.035,0.137,0.110,11.879
15/04/2012 19:00,<mdl,2.147,9.343,0.708,0.163,4.113,1.388,0.757,0.932,0.048,3.020,0.120,1.536,0.050,<mdl,0.019,0.028,0.559,0.356,0.488,0.603,0.041,0.402,0.015,0.187,0.132,0.057,2.119,0.171,0.107,0.133,0.087,0.015,1.319,0.132,0.085,0.115,0.322,0.091,0.110,0.753,0.091,0.092,0.050,0.242,0.050,0.345,0.037,0.052,0.191,0.169,12.041
15/04/2012 20:00,<mdl,1.607,8.242,0.937,0.214,4.177,1.401,0.545,1.336,0.054,4.835,0.188,1.165,0.055,0.034,0.016,0.052,0.703,0.389,0.562,0.880,0.050,0.715,0.027,0.228,0.140,0.063,3.080,0.268,0.167,0.136,0.134,0.015,2.073,0.223,0.107,0.085,0.371,0.101,0.158,1.081,0.117,0.126,0.076,0.336,0.070,0.609,0.051,0.097,0.293,0.217,11.211
15/04/2012 21:00,<mdl,1.857,9.162,1.269,0.307,4.986,1.667,0.544,1.858,0.085,4.201,0.165,1.082,0.087,0.027,0.020,0.072,0.956,0.456,0.688,1.077,0.059,1.013,0.043,0.310,0.181,0.088,4.019,0.347,0.217,0.192,0.156,0.026,2.578,0.265,0.119,0.085,0.300,0.098,0.188,1.462,0.171,0.142,0.106,0.431,0.078,0.886,0.084,0.152,0.369,0.273,18.610
15/04/2012 22:00,<mdl,1.536,9.260,1.367,0.419,5.199,1.603,0.507,1.859,0.077,3.769,0.157,0.983,0.082,0.035,0.018,0.078,1.170,0.495,0.631,1.252,0.078,1.088,0.043,0.372,0.200,0.090,4.543,0.391,0.232,0.217,0.170,0.025,2.805,0.289,0.120,0.089,0.260,0.106,0.192,1.783,0.212,0.147,0.106,0.492,0.081,0.922,0.095,0.124,0.407,0.248,15.615
15/04/2012 23:00,0.170,1.490,9.469,1.322,0.484,5.041,1.423,0.483,1.699,0.087,3.639,0.144,0.966,0.094,0.029,0.020,0.064,1.357,0.455,0.602,1.123,0.077,1.118,0.053,0.397,0.222,0.083,3.811,0.345,0.216,0.234,0.173,0.023,2.593,0.257,0.127,0.089,0.287,0.102,0.198,1.550,0.172,0.151,0.100,0.469,0.083,1.051,0.091,0.130,0.352,0.248,17.841
16/04/2012 1:00,<mdl,0.940,7.327,1.403,0.675,4.981,1.056,0.309,1.585,0.084,3.262,0.140,0.733,0.087,0.073,0.017,0.086,1.921,0.496,0.500,1.210,0.076,1.234,0.058,0.615,0.221,0.093,3.987,0.334,0.240,0.310,0.191,0.027,2.805,0.295,0.147,0.081,0.226,0.098,0.204,1.691,0.208,0.154,0.116,0.509,0.080,1.175,0.119,0.180,0.452,0.226,22.821
16/04/2012 2:00,0.353,1.164,10.264,1.159,0.528,4.255,1.236,0.263,1.696,0.078,3.282,0.135,0.944,0.105,0.061,0.021,0.070,1.423,0.500,0.544,0.924,0.057,1.196,0.057,0.455,0.196,0.065,2.843,0.237,0.203,0.292,0.167,0.021,1.925,0.206,0.123,0.074,0.186,0.092,0.162,1.201,0.148,0.130,0.085,0.370,0.066,1.147,0.106,0.159,0.385,0.234,18.475
16/04/2012 3:00,0.439,1.159,7.490,1.076,0.474,3.536,0.979,0.134,1.505,0.062,3.087,0.113,0.620,0.087,0.047,0.014,0.058,1.287,0.426,0.480,0.892,0.054,1.105,0.047,0.393,0.176,0.067,3.093,0.275,0.200,0.224,0.146,0.023,2.018,0.207,0.116,0.051,0.144,0.094,0.182,1.198,0.145,0.126,0.077,0.387,0.057,1.098,0.094,0.131,0.341,0.192,12.535
16/04/2012 4:00,0.426,1.055,8.098,0.938,0.385,3.161,0.922,0.355,1.568,0.077,2.542,0.110,0.597,0.093,0.040,0.011,0.042,0.979,0.391,0.414,0.695,0.047,0.968,0.045,0.335,0.162,0.052,2.322,0.193,0.177,0.227,0.126,0.018,1.584,0.163,0.103,0.058,0.143,0.085,0.148,0.960,0.121,0.116,0.067,0.308,0.066,0.976,0.092,0.124,0.324,0.189,11.319
16/04/2012 5:00,0.465,0.775,7.433,0.987,0.548,3.269,0.836,0.086,1.185,0.046,3.014,0.132,0.499,0.123,0.061,0.015,0.052,1.324,0.384,0.383,0.832,0.054,1.102,0.047,0.447,0.202,0.061,2.985,0.262,0.210,0.311,0.160,0.025,2.049,0.201,0.133,0.051,0.106,0.101,0.167,1.308,0.147,0.125,0.093,0.399,0.069,1.106,0.095,0.159,0.401,0.252,14.748
16/04/2012 6:00,0.445,1.200,6.703,1.355,0.472,4.326,0.907,0.112,1.455,0.069,2.507,0.112,0.445,0.142,0.049,0.020,0.092,1.322,0.442,0.373,1.149,0.075,1.226,0.053,0.434,0.213,0.078,3.632,0.317,0.234,0.241,0.197,0.026,2.512,0.264,0.140,0.063,0.149,0.113,0.227,1.677,0.209,0.165,0.112,0.507,0.081,1.137,0.103,0.235,0.479,0.269,16.121
16/04/2012 7:00,0.294,2.999,11.949,1.969,0.432,7.907,2.078,0.644,2.597,0.125,3.232,0.141,1.909,0.229,0.045,0.032,0.109,1.066,0.767,1.047,1.410,0.093,1.157,0.055,0.371,0.251,0.121,5.067,0.398,0.273,0.258,0.252,0.031,3.492,0.368,0.148,0.106,0.254,0.152,0.258,1.874,0.208,0.180,0.126,0.649,0.109,1.058,0.098,0.263,0.587,0.206,17.802
16/04/2012 8:00,0.464,3.638,12.207,1.310,0.269,7.341,2.346,0.798,1.886,0.077,2.775,0.113,3.737,0.191,0.021,0.017,0.056,0.833,0.600,1.182,0.710,0.047,0.659,0.028,0.204,0.170,0.072,2.935,0.264,0.159,0.175,0.152,0.024,1.767,0.189,0.109,0.157,0.230,0.115,0.166,0.774,0.091,0.102,0.058,0.320,0.059,0.442,0.045,0.099,0.274,0.103,11.077
16/04/2012 9:00,0.619,3.414,12.638,0.943,0.251,8.936,1.823,0.754,1.113,0.050,2.412,0.113,6.266,0.157,0.010,0.021,0.022,0.740,0.469,0.791,0.466,0.031,0.405,0.018,0.169,0.122,0.059,2.234,0.176,0.106,0.144,0.099,0.018,1.202,0.128,0.096,0.130,0.212,0.083,0.120,0.477,0.055,0.068,0.043,0.165,0.036,0.271,0.027,0.050,0.179,0.105,10.524
16/04/2012 10:00,0.600,3.263,10.099,2.373,0.258,12.992,1.896,0.732,0.711,0.037,2.560,0.107,3.753,0.115,0.012,0.016,0.034,0.737,0.476,0.601,0.401,0.025,0.249,0.010,0.145,0.125,0.043,1.534,0.135,0.100,0.136,0.124,0.010,0.990,0.115,0.089,0.155,0.190,0.097,0.099,0.421,0.044,0.053,0.038,0.138,0.029,0.177,0.018,0.038,0.141,0.087,13.964
16/04/2012 11:00,0.530,3.163,9.266,0.855,0.215,5.997,1.994,0.808,0.745,0.048,2.598,0.101,3.372,0.106,0.013,0.022,0.028,0.706,0.499,0.715,0.355,0.024,0.222,0.011,0.157,0.113,0.043,1.403,0.118,0.098,0.122,0.129,0.012,0.953,0.095,0.092,0.177,0.200,0.097,0.096,0.378,0.046,0.048,0.026,0.133,0.023,0.164,0.017,0.035,0.145,0.066,16.605
16/04/2012 12:00,0.407,2.661,7.750,0.417,0.126,4.128,1.059,0.518,0.259,0.019,1.603,0.073,2.387,0.036,<mdl,0.014,0.018,0.592,0.490,0.375,0.157,0.005,0.151,0.007,0.094,0.079,0.016,0.477,0.044,0.046,0.063,0.029,0.002,0.321,0.040,0.061,0.124,0.190,0.080,0.084,0.133,0.022,0.022,0.014,0.046,0.012,0.093,0.012,<mdl,0.067,0.045,7.768
16/04/2012 13:00,0.744,2.245,6.207,0.318,0.142,3.137,0.579,0.383,0.121,0.024,1.216,0.058,1.939,0.027,<mdl,0.007,0.022,0.494,0.352,0.193,0.087,0.004,0.076,0.004,0.079,0.045,0.013,0.296,0.032,0.035,0.051,0.013,0.005,0.197,0.027,0.038,0.078,0.130,0.078,0.079,0.107,0.012,0.017,0.014,0.027,0.005,0.061,0.007,<mdl,0.047,0.019,6.947
16/04/2012 14:00,0.811,2.104,6.856,0.271,0.144,2.850,0.507,0.451,0.124,0.020,1.182,0.062,1.791,0.023,<mdl,0.008,0.013,0.454,0.390,0.200,0.102,0.007,0.121,0.008,0.074,0.054,0.013,0.367,0.032,0.032,0.036,0.036,0.004,0.262,0.028,0.032,0.085,0.137,0.084,0.076,0.120,0.013,0.016,0.010,0.041,0.010,0.054,0.004,<mdl,0.017,0.029,5.505
16/04/2012 15:00,0.825,2.091,6.361,0.301,0.135,2.888,0.556,0.387,0.179,0.018,1.269,0.064,1.791,0.023,<mdl,0.014,0.021,0.545,0.423,0.241,0.142,0.005,0.114,0.006,0.083,0.044,0.012,0.448,0.042,0.034,0.045,0.078,0.009,0.398,0.044,0.044,0.059,0.121,0.086,0.071,0.165,0.015,0.028,0.013,0.044,0.010,0.062,0.006,<mdl,0.037,0.037,5.145
16/04/2012 16:00,0.585,1.338,5.958,0.316,0.145,2.761,0.544,0.484,0.184,0.011,1.192,0.051,1.829,0.029,<mdl,0.014,0.014,0.461,0.283,0.201,0.158,0.009,0.099,0.004,0.091,0.047,0.019,0.547,0.047,0.034,0.058,0.028,0.004,0.390,0.040,0.031,0.079,0.095,0.091,0.088,0.175,0.024,0.009,0.013,0.047,0.009,0.059,0.009,0.008,0.043,0.030,5.496
16/04/2012 17:00,0.485,1.652,6.196,0.836,0.177,5.091,0.658,0.370,0.647,0.032,1.184,0.046,2.007,0.042,<mdl,0.013,0.028,0.458,0.223,0.243,0.317,0.016,0.173,0.005,0.101,0.084,0.032,1.051,0.083,0.067,0.077,0.049,0.009,0.686,0.066,0.033,0.082,0.114,0.103,0.112,0.372,0.045,0.029,0.030,0.135,0.019,0.094,0.006,0.023,0.046,0.052,5.137
16/04/2012 18:00,0.305,1.773,6.247,1.144,0.175,3.823,0.667,0.359,2.038,0.088,1.290,0.061,1.702,0.035,<mdl,0.015,0.018,0.403,0.209,0.275,0.343,0.021,0.185,0.007,0.097,0.076,0.030,0.973,0.087,0.058,0.062,0.068,0.005,0.785,0.081,0.050,0.069,0.145,0.091,0.099,0.341,0.043,0.044,0.029,0.130,0.018,0.129,0.010,0.018,0.064,0.059,4.103
16/04/2012 19:00,0.178,1.577,6.606,1.315,1.061,5.748,0.729,0.331,2.355,0.102,1.493,0.077,1.427,0.072,<mdl,0.009,0.021,0.418,0.217,0.348,0.386,0.027,0.256,0.014,0.113,0.086,0.032,1.204,0.096,0.083,0.079,0.076,0.009,0.963,0.093,0.056,0.073,0.173,0.093,0.108,0.424,0.048,0.051,0.047,0.153,0.027,0.211,0.022,0.052,0.093,0.070,3.010
16/04/2012 20:00,0.233,1.313,6.420,0.987,0.181,3.022,0.789,0.388,2.089,0.095,1.381,0.072,1.091,0.037,<mdl,0.011,0.017,0.324,0.190,0.234,0.397,0.023,0.222,0.009,0.104,0.081,0.024,1.075,0.087,0.069,0.093,0.044,0.007,1.126,0.116,0.042,0.057,0.129,0.081,0.100,0.399,0.045,0.050,0.042,0.139,0.025,0.194,0.023,0.040,0.096,0.076,4.640
16/04/2012 21:00,0.221,0.994,6.242,1.011,0.178,2.798,0.777,0.445,5.035,0.204,1.767,0.070,1.025,0.027,<mdl,0.013,0.021,0.244,0.152,0.298,0.344,0.024,0.185,0.011,0.096,0.071,0.034,0.962,0.087,0.073,0.070,0.057,0.007,0.832,0.096,0.044,0.055,0.089,0.080,0.099,0.382,0.042,0.052,0.033,0.128,0.026,0.156,0.012,0.040,0.078,0.069,3.850
16/04/2012 22:00,<mdl,1.478,6.083,0.514,0.163,2.090,0.519,0.200,2.116,0.111,1.690,0.065,0.812,0.070,<mdl,0.006,0.011,0.206,0.129,0.214,0.211,0.017,0.175,0.005,0.076,0.066,0.016,0.688,0.053,0.133,0.053,0.037,0.007,0.630,0.064,0.031,0.054,0.083,0.089,0.076,0.248,0.035,0.033,0.024,0.091,0.022,0.131,0.014,<mdl,0.072,0.047,2.221
16/04/2012 23:00,0.501,1.269,6.261,0.683,0.155,2.471,0.583,0.242,1.805,0.067,1.198,0.059,0.947,0.087,<mdl,0.007,0.013,0.208,0.215,0.196,0.158,0.012,0.134,0.008,0.086,0.051,0.027,0.493,0.046,0.052,0.071,0.031,0.004,0.445,0.058,0.046,0.044,0.096,0.081,0.090,0.218,0.029,0.026,0.018,0.083,0.014,0.097,0.007,0.030,0.067,0.051,6.566
17/04/2012 1:00,0.395,0.871,6.156,0.699,0.143,3.366,0.583,0.224,2.850,0.126,1.191,0.049,1.351,0.054,<mdl,0.010,0.010,0.212,0.253,0.200,0.111,0.008,0.128,0.009,0.092,0.046,0.014,0.360,0.026,0.047,0.071,0.027,0.005,0.288,0.020,0.033,0.030,0.052,0.081,0.072,0.182,0.019,0.029,0.017,0.069,0.013,0.111,0.009,0.013,0.085,0.055,2.544
17/04/2012 2:00,0.444,0.746,5.573,0.829,0.141,2.164,0.433,0.131,2.853,0.139,1.105,0.042,0.997,0.033,<mdl,0.008,0.010,0.189,0.147,0.179,0.084,0.004,0.124,0.004,0.065,0.043,0.015,0.310,0.030,0.039,0.060,0.024,0.005,0.257,0.030,0.035,0.027,0.081,0.072,0.072,0.156,0.015,0.025,0.013,0.075,0.015,0.099,0.007,0.011,0.062,0.051,<mdl
17/04/2012 3:00,0.652,0.879,6.011,0.898,0.156,1.711,0.416,0.141,1.962,0.086,1.068,0.047,0.913,0.034,<mdl,0.006,0.003,0.175,0.102,0.153,0.070,0.005,0.125,0.005,0.064,0.038,0.011,0.288,0.024,0.023,0.051,0.015,0.002,0.205,0.030,0.023,0.026,0.069,0.090,0.074,0.133,0.020,0.021,0.012,0.057,0.006,0.098,0.017,0.016,0.034,0.044,2.881
17/04/2012 4:00,0.461,0.723,6.320,1.001,0.152,3.239,0.437,0.177,4.537,0.220,1.104,0.047,2.367,0.045,<mdl,0.009,0.010,0.154,0.085,0.150,0.082,0.005,0.114,0.005,0.072,0.036,0.016,0.281,0.023,0.028,0.046,0.023,0.002,0.219,0.030,0.033,0.037,0.048,0.093,0.073,0.124,0.009,0.008,0.010,0.048,0.012,0.092,0.002,<mdl,0.053,0.040,5.292
17/04/2012 5:00,0.300,0.795,6.071,0.858,0.259,6.578,0.478,0.170,2.081,0.082,1.158,0.052,5.198,0.080,<mdl,0.011,0.009,0.166,0.108,0.160,0.115,0.011,0.141,0.006,0.071,0.035,0.015,0.381,0.029,0.035,0.062,0.023,0.004,0.244,0.024,0.043,0.032,0.033,0.110,0.086,0.133,0.019,0.011,0.015,0.055,0.009,0.118,0.016,0.011,0.046,0.038,7.402
17/04/2012 6:00,0.261,1.198,5.641,0.922,0.235,5.381,0.481,0.231,2.460,0.120,1.069,0.052,3.840,0.067,<mdl,0.007,0.015,0.205,0.115,0.152,0.215,0.015,0.148,0.006,0.062,0.046,0.018,0.538,0.041,0.051,0.058,0.037,0.004,0.403,0.035,0.037,0.032,0.068,0.096,0.092,0.219,0.033,0.025,0.018,0.076,0.017,0.138,0.015,0.023,0.057,0.050,<mdl
17/04/2012 7:00,<mdl,1.089,4.965,0.743,0.180,1.534,0.515,0.333,1.568,0.077,1.012,0.048,0.510,0.034,<mdl,0.012,0.012,0.184,0.103,0.161,0.207,0.016,0.168,0.010,0.078,0.051,0.021,0.574,0.044,0.042,0.060,0.031,0.005,0.423,0.050,0.035,0.027,0.059,0.075,0.095,0.210,0.026,0.033,0.018,0.077,0.015,0.156,0.015,0.032,0.056,0.065,2.482
17/04/2012 8:00,0.185,0.555,4.353,0.606,0.154,1.455,0.424,0.267,1.475,0.062,1.256,0.062,0.464,0.021,0.011,0.007,0.009,0.196,0.078,0.174,0.228,0.011,0.211,0.009,0.071,0.035,0.016,0.644,0.054,0.036,0.058,0.319,0.032,0.526,0.055,0.035,0.031,0.071,0.075,0.086,0.210,0.020,0.035,0.023,0.071,0.018,0.150,0.013,0.015,0.030,0.045,<mdl
17/04/2012 9:00,<mdl,0.465,3.743,0.517,0.157,1.458,0.442,0.270,1.324,0.066,1.187,0.042,0.489,0.028,<mdl,0.008,0.012,0.222,0.082,0.178,0.210,0.016,0.203,0.009,0.074,0.045,0.022,0.701,0.060,0.034,0.044,0.078,0.006,0.501,0.056,0.022,0.016,0.057,0.081,0.091,0.221,0.021,0.021,0.021,0.075,0.009,0.151,0.015,0.016,0.072,0.068,<mdl
17/04/2012 10:00,<mdl,0.576,4.531,0.623,0.167,2.179,0.530,0.446,1.365,0.060,1.391,0.057,0.758,0.048,<mdl,0.008,0.014,0.382,0.142,0.294,0.224,0.017,0.220,0.011,0.081,0.051,0.024,0.930,0.084,0.050,0.051,0.112,0.013,0.676,0.067,0.037,0.026,0.095,0.089,0.099,0.295,0.027,0.032,0.018,0.102,0.011,0.175,0.018,0.021,0.049,0.090,<mdl
17/04/2012 11:00,<mdl,0.937,4.605,0.560,0.262,2.918,0.543,0.491,0.562,0.029,1.274,0.056,0.935,0.028,0.017,0.013,0.018,0.410,0.166,0.336,0.191,0.011,0.173,0.007,0.079,0.042,0.014,0.779,0.064,0.055,0.050,0.064,0.008,0.554,0.054,0.042,0.047,0.122,0.074,0.088,0.234,0.027,0.017,0.016,0.091,0.019,0.153,0.012,0.010,0.074,0.075,7.975
17/04/2012 12:00,<mdl,0.975,3.431,0.555,0.156,2.782,0.469,0.315,0.503,0.020,0.898,0.032,0.464,0.030,0.030,0.007,0.015,0.251,0.139,0.245,0.207,0.014,0.164,0.008,0.078,0.038,0.023,0.734,0.058,0.041,0.045,0.042,0.004,0.521,0.047,0.034,0.023,0.062,0.087,0.090,0.287,0.037,0.017,0.023,0.108,0.014,0.108,0.009,0.020,0.060,0.054,6.535
17/04/2012 13:00,<mdl,0.940,3.346,0.321,0.167,1.290,0.350,0.353,1.346,0.062,1.274,0.046,0.413,0.016,<mdl,0.010,0.018,0.301,0.098,0.364,0.194,0.018,0.185,0.008,0.069,0.032,0.032,0.812,0.062,0.045,0.039,0.200,0.011,0.588,0.065,0.034,0.014,0.070,0.083,0.084,0.287,0.032,0.023,0.022,0.084,0.014,0.116,0.008,0.030,0.070,0.059,3.599
17/04/2012 14:00,<mdl,0.945,4.318,0.743,0.177,3.315,0.648,0.412,1.244,0.053,1.367,0.061,0.745,0.041,0.021,0.014,0.023,0.412,0.180,0.406,0.359,0.017,0.263,0.009,0.106,0.068,0.033,1.370,0.108,0.069,0.075,0.116,0.010,1.125,0.117,0.052,0.025,0.065,0.085,0.118,0.478,0.069,0.033,0.038,0.157,0.017,0.227,0.021,0.048,0.101,0.099,4.046
17/04/2012 15:00,<mdl,0.653,3.478,0.344,0.136,1.388,0.289,0.294,0.642,0.029,0.797,0.039,0.480,0.013,<mdl,0.015,0.020,0.264,0.129,0.192,0.182,0.008,0.184,0.007,0.069,0.039,0.016,0.732,0.069,0.041,0.045,0.036,0.006,0.481,0.047,0.032,0.017,0.047,0.084,0.090,0.269,0.030,0.013,0.020,0.085,0.014,0.132,0.011,0.015,0.065,0.050,<mdl
17/04/2012 16:00,<mdl,0.827,4.092,0.638,0.173,1.766,0.354,0.227,0.979,0.045,0.914,0.028,0.656,0.014,<mdl,0.007,0.025,0.238,0.090,0.236,0.332,0.019,0.188,0.010,0.071,0.034,0.020,1.035,0.098,0.045,0.045,0.068,0.006,0.753,0.080,0.033,0.016,0.068,0.085,0.120,0.345,0.041,0.016,0.033,0.113,0.014,0.139,0.011,0.017,0.047,0.059,4.925
17/04/2012 17:00,<mdl,0.730,3.385,0.599,0.169,2.084,0.427,0.226,0.760,0.034,0.881,0.037,0.480,0.033,0.030,0.009,0.024,0.247,0.110,0.259,0.408,0.028,0.160,0.004,0.094,0.035,0.033,1.424,0.112,0.044,0.063,0.062,0.010,1.217,0.104,0.029,0.017,0.058,0.084,0.106,0.494,0.052,0.025,0.035,0.144,0.014,0.142,0.015,0.036,0.091,0.068,4.697
17/04/2012 18:00,<mdl,0.382,3.478,1.173,0.200,2.390,0.403,0.194,3.645,0.170,0.954,0.039,0.569,0.035,<mdl,0.008,0.024,0.238,0.131,0.232,0.438,0.022,0.256,0.015,0.076,0.047,0.031,1.436,0.103,0.040,0.047,0.072,0.010,1.134,0.117,0.031,0.011,0.051,0.078,0.129,0.532,0.063,0.039,0.037,0.149,0.016,0.198,0.022,0.038,0.097,0.091,3.741
17/04/2012 19:00,<mdl,0.556,3.487,1.030,0.260,3.329,0.397,0.226,2.168,0.109,0.931,0.046,0.316,0.033,<mdl,0.006,0.016,0.228,0.100,0.146,0.284,0.021,0.231,0.012,0.078,0.037,0.021,0.833,0.068,0.056,0.056,0.061,0.007,0.673,0.072,0.033,<mdl,0.031,0.083,0.111,0.542,0.060,0.040,0.032,0.176,0.027,0.212,0.018,0.034,0.094,0.098,2.911
17/04/2012 20:00,<mdl,0.355,3.906,0.731,0.172,1.643,0.520,0.236,2.356,0.107,0.977,0.032,0.258,0.028,<mdl,0.007,0.024,0.282,0.131,0.140,0.354,0.025,0.281,0.011,0.081,0.045,0.026,1.054,0.084,0.058,0.057,0.060,0.009,0.743,0.081,0.037,0.021,0.050,0.084,0.112,0.510,0.066,0.033,0.027,0.163,0.026,0.252,0.027,0.032,0.094,0.131,<mdl
17/04/2012 21:00,<mdl,0.667,4.579,1.168,0.197,2.583,0.778,0.349,3.369,0.161,1.392,0.050,0.296,0.026,<mdl,0.007,0.023,0.318,0.233,0.250,0.418,0.029,0.381,0.019,0.108,0.067,0.025,1.477,0.141,0.070,0.073,0.083,0.011,0.951,0.097,0.041,0.014,0.026,0.087,0.109,0.550,0.064,0.045,0.045,0.195,0.024,0.317,0.035,0.029,0.106,0.126,2.664
17/04/2012 22:00,0.172,0.601,3.439,0.756,0.162,2.176,0.679,0.315,1.555,0.063,1.399,0.060,0.304,0.036,<mdl,0.007,0.027,0.247,0.130,0.271,0.339,0.019,0.332,0.014,0.096,0.054,0.024,1.147,0.098,0.063,0.069,0.088,0.007,0.852,0.079,0.039,0.013,<mdl,0.077,0.106,0.448,0.049,0.039,0.036,0.163,0.035,0.332,0.029,0.043,0.129,0.101,<mdl
17/04/2012 23:00,<mdl,0.263,4.185,0.474,0.148,1.462,0.517,0.200,1.147,0.049,1.103,0.038,0.219,0.079,<mdl,0.006,0.019,0.204,0.087,0.358,0.221,0.010,0.397,0.017,0.082,0.037,0.025,0.812,0.069,0.049,0.055,0.079,0.008,0.597,0.066,0.032,<mdl,<mdl,0.078,0.109,0.397,0.045,0.033,0.026,0.171,0.018,0.394,0.036,0.043,0.114,0.097,3.244
18/04/2012 1:00,0.280,0.234,6.049,0.671,0.148,1.568,0.521,0.076,1.862,0.071,1.243,0.039,0.178,0.105,0.031,<mdl,0.015,0.264,0.092,0.235,0.264,0.019,0.776,0.033,0.098,0.044,0.029,1.145,0.105,0.085,0.066,0.127,0.018,0.760,0.074,0.057,0.011,0.029,0.084,0.096,0.454,0.049,0.035,0.051,0.182,0.019,0.785,0.075,0.052,0.180,0.231,7.953
18/04/2012 2:00,0.308,0.639,6.255,0.911,0.176,2.817,0.577,0.198,1.836,0.079,1.680,0.068,0.667,0.066,<mdl,0.011,0.016,0.263,0.132,0.291,0.328,0.020,0.680,0.025,0.100,0.050,0.029,1.394,0.117,0.081,0.053,0.120,0.019,0.891,0.093,0.037,0.011,0.053,0.080,0.104,0.513,0.054,0.041,0.040,0.198,0.024,0.564,0.051,0.073,0.199,0.220,6.671
18/04/2012 3:00,0.179,<mdl,5.800,0.889,0.150,2.753,0.592,0.127,2.266,0.100,1.811,0.069,0.755,0.047,0.012,0.007,0.018,0.228,0.117,0.321,0.289,0.016,0.600,0.021,0.098,0.053,0.029,1.374,0.124,0.068,0.051,0.110,0.014,0.861,0.087,0.050,0.015,0.040,0.080,0.109,0.462,0.054,0.038,0.040,0.191,0.035,0.542,0.051,0.071,0.195,0.246,8.146
18/04/2012 4:00,<mdl,0.554,5.024,0.651,0.164,2.274,0.635,0.199,1.880,0.079,1.644,0.066,0.461,0.051,<mdl,0.009,0.012,0.214,0.107,0.548,0.269,0.013,0.450,0.018,0.081,0.045,0.031,1.147,0.112,0.068,0.051,0.086,0.013,0.760,0.073,0.046,0.023,0.043,0.082,0.110,0.433,0.047,0.040,0.038,0.185,0.027,0.409,0.036,0.058,0.159,0.154,5.833
18/04/2012 5:00,<mdl,<mdl,4.850,0.640,0.235,1.955,0.558,0.140,1.483,0.068,1.336,0.044,0.418,0.076,0.010,0.008,0.018,0.218,0.116,0.410,0.234,0.014,0.500,0.022,0.085,0.047,0.024,1.020,0.084,0.056,0.064,0.088,0.011,0.703,0.067,0.039,<mdl,<mdl,0.079,0.095,0.425,0.055,0.039,0.037,0.159,0.028,0.419,0.040,0.067,0.187,0.153,8.414
